"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Late_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Late_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Late_groupMean","baseMean"
NA,"BGLF2",NA,"-","chrEBV",374.177038911812,121536.666046549,195.357354316108,133641.262605267,190.652817149421,112554.446241678,8.88619233311232,2.45832806456497e-120,1.7270477691235e-117,253.395736792447,122577.458297831,61415.4270173119
NA,"BGLF3",NA,"-","chrEBV",136.750012838748,23354.9363829571,64.7893348701861,21915.9856290833,106.801513859837,25780.4058429234,7.81124922034906,5.38774706569031e-96,2.38318011872368e-93,102.78028718959,23683.7759516546,11893.2781194221
NA,"BGLF3.5",NA,"-","chrEBV",93.8259230828787,35321.1544920364,92.2283464720435,39109.1930967973,0,33001.1059366148,8.65670808825762,1.42495118816467e-09,2.38583934392972e-09,62.0180898516407,35810.4845084828,17936.2512991672
NA,"BGLF4",NA,"-","chrEBV",319.876636068685,16847.2420065934,262.39826593767,23180.6933650842,248.664346764008,20416.0230505851,6.15147909093102,2.03381127525248e-79,6.2281559129078e-77,276.979749590121,20147.9861407542,10212.4829451722
NA,"BGLF5",NA,"-","chrEBV",878.379561381285,23681.8230698369,472.592506756158,30461.148397223,451.2144670518,29295.9194977891,5.48354772197067,2.23015738179533e-47,4.09765686319717e-45,600.728845063081,27812.9636549497,14206.8462500064
NA,"BGRF1/BDRF1",NA,"+","chrEBV",31.2717967429983,7629.31620213988,27.4469148987574,8722.97168699095,39.6637253594861,7984.95457719366,7.93219272962827,7.63572510269289e-109,4.55967324507306e-106,32.7941456670806,8112.4141554415,4072.60415055429
NA,"BHLF1",NA,"-","chrEBV",8329.79604003796,1291921.95235818,8851.1335463432,1536207.5395357,8293.42111493277,641225.749379258,7.04932498480414,2.94502451518022e-72,7.99373358745396e-70,8491.45023377131,1156451.74709104,582471.598662408
NA,"BHRF1",NA,"+","chrEBV",3092.17196243823,78717.4313916441,2916.96372271522,79013.7600984019,3306.52716466702,69617.8121448139,4.57445335069813,4.73260266876018e-54,9.26581535622997e-52,3105.22094994016,75783.00121162,39444.1110807801
NA,"BILF1",NA,"-","chrEBV",43.7486462814492,3399.21566641163,25.2392382441516,4338.95078335165,12.200737274895,6753.88553870888,7.38812214818553,4.43950699603239e-53,8.55177936348625e-51,27.0628739334986,4830.68399615739,2428.87343504544
NA,"BILF2-tPT2A-mScarlet-I",NA,"-","chrEBV",117.010299745917,160108.2124505,68.0549351829029,176746.39160697,111.350266755463,141073.313882555,10.6312180625794,3.46061634837491e-194,4.13301410486415e-190,98.8051672280941,159309.305980008,79704.0555736181
NA,"BKRF2",NA,"+","chrEBV",322.496533229105,231024.730993829,121.85212315369,235611.175001141,212.035565576945,194414.102607423,9.96027331165765,1.35954389080326e-130,1.15978804913309e-127,218.794740653247,220350.002867464,110284.398804059
NA,"BKRF3",NA,"+","chrEBV",776.181650484393,43079.6629468503,470.889774595149,69500.9193852045,442.346698671843,60189.2861513739,6.63464366926431,5.84683362843844e-69,1.48571774520086e-66,563.139374583795,57589.9561611429,29076.5477678634
NA,"BKRF4",NA,"+","chrEBV",662.771315904403,220154.009879517,363.012530260999,238237.713569097,361.31915062134,177578.41446368,8.808851448436,2.03319755188608e-121,1.51765489763597e-118,462.367665595581,211990.045970765,106226.20681818
NA,"BLLF1",NA,"-","chrEBV",172.441245826108,369387.914840075,36.2298764192866,357552.059911882,111.36344136331,270892.925758937,11.5632013968179,1.18293475095927e-119,7.84877207261479e-117,106.678187869568,332610.966836964,166358.822512417
NA,"BLLF2",NA,"-","chrEBV",89.0650264422239,12878.20172641,74.5048379253516,18063.3126824585,60.9479632351762,12106.741551198,7.54583574531911,2.85146558352162e-97,1.30980974861533e-94,74.8392758675839,14349.4186533555,7212.12896461154
NA,"BLLF3",NA,"-","chrEBV",149.868667426167,7427.28359599051,103.095279491626,9190.58665633359,109.770488544155,9634.96809388327,6.13805323349303,3.15512651970512e-72,8.37370578329739e-70,120.911478487316,8750.94611540246,4435.92879694489
NA,"BLRF1",NA,"+","chrEBV",79.3924463785756,57752.1742429612,46.0629959993601,72188.0133847768,86.900664318343,54797.5297592139,9.74023476971263,1.4192455363806e-149,2.82500824016558e-146,70.7853688987596,61579.239128984,30825.0122489414
NA,"BLRF2",NA,"+","chrEBV",113.897947191058,88570.6386321105,41.6134202152694,91895.133914674,48.7461256577567,65924.1480731847,10.1849161476604,2.64774243607523e-117,1.66431515337087e-114,68.0858310213613,82129.9735399897,41099.0296855055
NA,"BMRF1",NA,"+","chrEBV",3346.29395559038,11618.3681713207,2436.28809559278,25745.6508539796,2860.4357304183,30930.9640964248,2.89479330396418,1.33621338958071e-12,3.13524489425587e-12,2881.00592720049,22764.9943739084,12823.0001505544
NA,"BMRF2",NA,"+","chrEBV",1058.17082552067,18143.442630635,779.204503473391,27519.6518105879,1095.08436935205,29308.2890485617,4.62889627287562,5.79799484307131e-40,9.75288062123954e-38,977.486566115373,24990.4611632615,12983.9738646885
NA,"BNLF2a/b",NA,"-","chrEBV",926.726070292825,25471.8767622395,683.511812347491,34269.0787022499,655.087893517755,28875.2362967919,5.25249980408591,7.44472437880142e-57,1.55986567115834e-54,755.10859205269,29538.7305870938,15146.9195895732
NA,"BNRF1",NA,"+","chrEBV",185.923482611432,108835.742487395,104.327253846996,125268.492330828,231.919169201206,116407.626101048,9.36582326987399,7.30055430093019e-134,7.26587666800077e-131,174.056635219878,116837.28697309,58505.6718041551
NA,"BOLF1",NA,"-","chrEBV",21.4590775490323,12330.3570032829,6.59035698133133,12245.5861745437,57.9865267689661,17880.0962366057,8.90824492256288,4.67453679361128e-56,9.46237168238976e-54,28.6786537664432,14152.0131381441,7090.34589595527
NA,"BORF1",NA,"+","chrEBV",469.262101109394,101897.956862825,260.263321725509,118551.819060839,772.036454039337,126109.56876303,7.80860133912712,4.3624825879408e-75,1.24050308447088e-72,500.520625624747,115519.781562231,58010.151093928
NA,"BORF2",NA,"+","chrEBV",680.956260398728,78886.1538617164,488.613033934102,106557.611751944,950.47201443444,112301.131025473,7.09846386233881,3.82805067214821e-81,1.20311603098595e-78,706.680436255757,99248.2988797111,49977.4896579834
NA,"BPLF1",NA,"-","chrEBV",57.2218808333862,51124.095478763,15.3770946785507,54289.0729215191,10.6815587646897,65248.3031968478,10.915679458544,1.73778552384895e-93,6.69495887462194e-91,27.7601780922089,56887.1571990433,28457.4586885678
NA,"BRLF1",NA,"-","chrEBV",401.266213283971,12918.5129308038,242.667477370802,12802.9135177255,196.81111333565,12504.5064546563,5.45696729806364,2.31814907658673e-49,4.39454832090084e-47,280.248267996808,12741.9776343952,6511.11295119601
NA,"BRRF1",NA,"+","chrEBV",223.135545117307,13787.072116411,113.004285617178,18989.3593675817,134.191140806124,18787.8445261285,6.73159207987052,3.02335778915093e-69,7.84955697300641e-67,156.776990513536,17188.0920033737,8672.43449694363
NA,"BRRF2",NA,"+","chrEBV",229.555837192576,66450.2317420082,170.137953077527,70173.0687100685,215.07427318357,57578.7227262522,8.28105049023193,1.07052260965473e-145,1.42058350301183e-142,204.922687817891,64734.0077261096,32469.4652069638
NA,"BSLF1",NA,"-","chrEBV",722.2525609889,53821.6477276767,409.625912004443,57562.4434577225,495.882850553682,56308.3524863128,6.65232065186985,1.30682178548151e-82,4.21820880648801e-80,542.587107849008,55897.481223904,28220.0341658765
NA,"BSRF1",NA,"+","chrEBV",28.5186820395303,8853.40412322185,18.6335111709618,9754.81784574692,44.1962372439768,8940.05620178738,8.22321944702163,1.42475346581489e-95,6.077082372224e-93,30.4494768181563,9182.75939025205,4606.6044335351
NA,"BTRF1",NA,"+","chrEBV",24.1119389936639,11924.420125308,6.58513110741656,14867.8913389184,4.57568936516053,13830.9282558379,10.0426308147802,1.14216879815887e-84,3.78914498789204e-82,11.757586488747,13541.0799066881,6776.41874658842
NA,"BVLF1",NA,"-","chrEBV",13.3921998585647,5512.7593026029,1.09734527143708,5090.64752806699,1.52508129815088,5781.1170828018,9.79366245680738,7.22286301909157e-62,1.65889717378867e-59,5.33820880938421,5461.50797115723,2733.42308998331
NA,"BVRF1",NA,"+","chrEBV",0,4052.87288949674,3.29327837758115,5091.95587877106,10.6780064475119,4155.85975636851,10.0340149468873,3.20670444735773e-59,7.22597570090441e-57,4.65709494169769,4433.56284154544,2219.10996824357
NA,"BVRF2",NA,"+","chrEBV",12.5076595697299,5386.44920137239,9.88034690615194,6700.63421878696,15.2547726709172,5973.85802843703,8.88666213577624,7.6409493667904e-100,3.65023433150311e-97,12.547593048933,6020.31381619879,3016.43070462386
NA,"BXLF2",NA,"-","chrEBV",71.4847971287302,92796.0316876409,13.1752844501134,100116.409458992,42.7162809616609,86053.109810225,11.0387574290968,3.14549139601401e-108,1.7075728973907e-105,42.4587875135015,92988.5169856193,46515.4878865664
NA,"BXRF1",NA,"+","chrEBV",11.6159650012234,3542.77404467433,0,4140.44761768294,12.2045222109077,4089.61809851627,8.9022922567155,1.17784702869078e-58,2.60500501178777e-56,7.94016240404373,3924.27992029118,1966.11004134761
NA,"BZLF1",NA,"-","chrEBV",1188.95858568632,2935.59915458954,898.157842946115,4029.84651847931,978.729383143182,4049.31572666727,1.7702134084867,2.69050148107636e-08,4.01859169440907e-08,1021.9486039252,3671.58713324538,2346.76786858529
NA,"BZLF2",NA,"-","chrEBV",19.59445054682,51184.8810925399,15.3396069404889,43435.7821382302,9.14215229879457,45710.3716033584,11.5657859939158,5.79802614618508e-173,3.46229131319442e-169,14.6920699287012,46777.0116113762,23395.8518406524
NA,"EBER1",NA,"+","chrEBV",12.8042058317136,9.18423536175909,1.08530145491001,10.6707913778712,0,8.36051990427748,0.402450184882096,0.446316602895484,0.45628823732073,4.62983576220788,9.40518221463593,7.01750898842191
NA,"EBER2",NA,"+","chrEBV",19.1564596159639,33.1990447166811,1.08633654483977,62.06519216153,1.6140378126532,45.4410221184498,2.12682260313026,0.0030222843341538,0.00335394367243996,7.28561132448562,46.901752998887,27.0936821616863
NA,"EBNA1",NA,"+","chrEBV",327.526408024097,25575.4845517893,179.593523115957,22249.4407364759,404.219364766323,20058.8158182469,6.17596757618118,9.26919120516919e-58,1.97682054577385e-55,303.779765302126,22627.9137021707,11465.8467337364
NA,"EBNA2",NA,"+","chrEBV",1596.27015993321,17806.0352253093,1020.1407399642,19449.1613336834,2846.99496425712,19707.1582739137,3.29435897257254,7.85835903542318e-16,3.06106920939527e-15,1821.13528805151,18987.4516109688,10404.2934495102
NA,"EBNA3A",NA,"+","chrEBV",201.131410922226,32085.2178104919,141.671024677317,30013.544938749,323.473927652957,30545.1138535962,7.084583931498,3.12051304488937e-76,9.08982616953995e-74,222.092121084167,30881.2922009457,15551.6921610149
NA,"EBNA3B",NA,"+","chrEBV",293.250490457776,9126.91749354935,180.127044761008,8300.87679338665,534.069638222623,8292.75625390277,4.60609924855634,1.21122341103439e-27,8.17267864292866e-26,335.815724480469,8573.51684694626,4454.66628571336
NA,"EBNA3C",NA,"+","chrEBV",480.940633519109,2559.22887451821,291.034754232212,2711.16497711007,506.57777067443,2900.32096867486,2.60098822631886,3.89449743185605e-14,1.13582186568005e-13,426.184386141917,2723.57160676771,1574.87799645481
"ENSG00000000419","DPM1","protein_coding","-","chr20",1357.76198259347,66.9715293687056,1499.64246405732,124.119155289587,1362.8184835998,139.097752700383,-3.60201055265046,9.56585284617752e-22,1.57145777911827e-20,1406.7409767502,110.062812452892,758.401894601546
"ENSG00000000457","SCYL3","protein_coding","-","chr1",464.001133255482,66.6688642008681,611.141815068892,93.320105729352,705.14858117884,95.807563217008,-2.7162779101293,7.06901532608539e-14,1.98181338120746e-13,593.430509834405,85.2655110490761,339.34801044174
"ENSG00000000460","FIRRM","protein_coding","+","chr1",639.890470777386,54.110545610129,708.1822580321,93.5891689365429,764.396011787452,122.814437017436,-2.87033539896269,1.89287948430995e-13,4.9652228598976e-13,704.156246865646,90.1713838547025,397.163815360174
"ENSG00000000938","FGR","protein_coding","-","chr1",693.772836765279,22.4885715039856,671.372693006903,56.4255314848015,1138.58794239415,83.1994542824746,-3.82793763368891,1.0737048466485e-15,4.08982663875412e-15,834.577824055444,54.0378524237539,444.307838239599
"ENSG00000000971","CFH","protein_coding","+","chr1",0,35.9984934248482,0,64.0730927426763,0,77.5613357628243,8.96577426126272,6.9704778682802e-10,1.2011025419257e-09,0,59.210973976783,29.6054869883915
"ENSG00000001036","FUCA2","protein_coding","-","chr6",437.36388511704,29.1438720322788,380.169928934997,36.1254776899184,370.436638079176,60.4592930690968,-3.14237968039193,6.02411607443596e-15,2.00966531499968e-14,395.990150710404,41.909547597098,218.949849153751
"ENSG00000001084","GCLC","protein_coding","-","chr6",492.888924780694,39.1661969506124,533.898766060211,83.8454601314197,605.307198457448,73.3325534974806,-2.96909969691334,4.15562609043065e-14,1.20667742275744e-13,544.031629766118,65.4480701931709,304.739849979644
"ENSG00000001167","NFYA","protein_coding","+","chr6",678.460838500465,143.38132542425,716.268283934767,215.549486119969,814.60840040315,268.298025898535,-1.71756010461634,1.08844101709121e-06,1.44983839695744e-06,736.445840946128,209.076279147585,472.761060046856
"ENSG00000001460","STPG1","protein_coding","-","chr1",36.4205090976874,19.0566908094485,29.2415411965355,22.8594828740733,22.1985472589695,15.0650602465989,-0.479931587482034,0.298102889544637,0.306864575920669,29.2868658510641,18.9937446433736,24.1403052472189
"ENSG00000001461","NIPAL3","protein_coding","+","chr1",442.088764884257,38.7717473418919,499.93738194703,44.1147685271571,693.212181238397,59.7753662869994,-3.42749163084125,9.26118943827145e-19,6.92588512594089e-18,545.079442689895,47.5539607186828,296.316701704289
"ENSG00000001497","LAS1L","protein_coding","-","chrX",1076.60657766921,124.205606609923,1218.04436583526,188.491398574419,1641.11399457948,257.462520187405,-2.6911547751571,2.33717044070752e-12,5.30844851855694e-12,1311.92164602798,190.053175123916,750.987410575949
"ENSG00000001561","ENPP4","protein_coding","+","chr6",497.905229833887,43.0556186474484,498.589767536479,28.3520571859366,463.84694361091,60.6645402286954,-3.37559714693486,1.09334603900966e-17,6.29252449039878e-17,486.780646993759,44.0240720206934,265.402359507226
"ENSG00000001626","CFTR","protein_coding","+","chr7",0,141.796709329727,1.35225615068759,149.484504210134,1.73232620716221,122.779629265524,6.80833426187671,1.499784974175e-13,4.00416090519136e-13,1.02819411928326,138.020280935129,69.5242375272059
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",1570.23181291516,298.784726649865,1736.97922033914,399.744474429372,2918.19416359886,479.44797023906,-2.30356131039286,8.4844479102228e-10,1.45088432691568e-09,2075.13506561772,392.659057106099,1233.89706136191
"ENSG00000001630","CYP51A1","protein_coding","-","chr7",4157.27728913926,114.724562288507,3395.46939402359,128.802986739929,2996.11694056711,222.100890145936,-4.43686101187989,1.54461964939228e-31,2.00515135572739e-29,3516.28787457665,155.20947972479,1835.74867715072
"ENSG00000001631","KRIT1","protein_coding","-","chr7",1095.45238249633,133.721935467739,1200.84559429289,236.190128233194,1660.75844962194,227.295858431041,-2.64028261488878,1.16158567049954e-12,2.7503603613751e-12,1319.01880880372,199.069307377325,759.044058090523
"ENSG00000002016","RAD52","protein_coding","-","chr12",150.412608039111,13.300350135723,177.880137890243,17.6537811633963,227.041299274849,39.5445912372763,-2.82174959547914,6.4351214564702e-09,1.01262056538904e-08,185.111348401401,23.4995741787986,104.3054612901
"ENSG00000002330","BAD","protein_coding","-","chr11",236.673517135559,33.8600764361791,187.33133616417,78.0803988792314,262.437723490538,70.105011539883,-1.77752965594793,1.72329095624288e-05,2.1356505022734e-05,228.814192263422,60.6818289517645,144.748010607593
"ENSG00000002549","LAP3","protein_coding","+","chr4",4940.09532081929,123.735123722034,5204.0845690158,270.99653616627,5510.21813225465,415.309252829498,-4.18325086422341,8.9664252209536e-22,1.48524294610054e-20,5218.13267402991,270.013637572601,2744.07315580126
"ENSG00000002586","CD99","protein_coding","+","chrX",934.132342250842,21.2317830259784,1016.49793189884,55.8740430194515,1124.58426870056,96.4204859053524,-4.02775745606566,5.28154814160331e-17,2.60328227219019e-16,1025.07151428341,57.8421039835941,541.456809133503
"ENSG00000002726","AOC1","protein_coding","+","chr7",387.213282200768,13.8610473857025,480.897156057971,15.2016188479096,785.974153621857,56.9914229196288,-4.10636359537203,6.45130471045008e-14,1.81861343343467e-13,551.361530626866,28.6846963844137,290.02311350564
"ENSG00000002822","MAD1L1","protein_coding","-","chr7",173.065901339852,17.810906549785,185.280584251712,38.1419184860291,239.282630886337,56.2027569200208,-2.23627367530047,1.09046949775648e-06,1.45237841102996e-06,199.209705492634,37.3851939852783,118.297449738956
"ENSG00000002834","LASP1","protein_coding","+","chr17",4191.81356602757,117.194233498369,4732.56992977053,224.737919533977,6533.95727840081,499.643301964703,-4.08368283575956,7.09013903284467e-17,3.4075464977571e-16,5152.7802580663,280.525151665683,2716.65270486599
"ENSG00000002919","SNX11","protein_coding","+","chr17",864.783502954687,58.9664986738354,1124.7347301628,99.4220891320358,1365.07849655929,161.05643893214,-3.28734315590173,1.17555382730893e-14,3.71812483038944e-14,1118.19890989226,106.481675579337,612.340292735797
"ENSG00000002933","TMEM176A","protein_coding","+","chr7",232.935557149874,6.96374583087144,443.829311682415,27.5733238665905,585.769854792663,22.5380544878029,-4.33608195755534,2.16098429074415e-16,9.48149720218859e-16,420.844907874984,19.0250413950883,219.934974635036
"ENSG00000003056","M6PR","protein_coding","-","chr12",3069.51664352914,176.576007634486,3219.18248619751,271.523488945306,3622.35919296279,364.312795516702,-3.54112012953474,5.44378225999651e-22,9.49125423812239e-21,3303.68610756315,270.804097365498,1787.24510246432
"ENSG00000003147","ICA1","protein_coding","-","chr7",43.4779224642324,3.96697923914768,52.3736701384981,32.2289740371889,82.1392926715992,23.5315266989457,-1.30206472743609,0.0198833072365957,0.0213933638132129,59.3302950914432,19.9091599917608,39.619727541602
"ENSG00000003249","DBNDD1","protein_coding","-","chr16",58.593996998987,2.86089345763204,56.4234515505128,11.3007537083482,86.2571971931854,8.45055744776875,-2.96311464385684,5.81545216277168e-07,7.89159699806638e-07,67.0915485808951,7.53740153791632,37.3144750594057
"ENSG00000003393","ALS2","protein_coding","-","chr2",546.700274784859,867.711837636412,646.771628509681,658.526578555428,775.653056750056,754.252315830692,0.19359690970108,0.528573558400902,0.53812582115608,656.374986681532,760.163577340844,708.269282011188
"ENSG00000003400","CASP10","protein_coding","+","chr2",783.965699954087,47.8530147471963,1091.65797901377,94.562423872798,1307.89792508719,104.631235912712,-3.60162874156542,1.72159044379344e-18,1.19263078133556e-17,1061.17386801835,82.3488915109021,571.761379764626
"ENSG00000003402","CFLAR","protein_coding","+","chr2",6495.75388729433,223.386417426143,9155.33824487284,503.429246856589,12290.7377855633,973.679954656164,-3.92263236832791,2.86471295732295e-15,1.01643692362769e-14,9313.94330591016,566.831872979632,4940.38758944489
"ENSG00000003436","TFPI","protein_coding","-","chr2",40.8199753129465,25.1873467585323,64.6592746897818,18.4944886677248,92.0892977113328,35.285322472583,-1.11964870721507,0.0158069234638134,0.0170658187423904,65.8561825713537,26.3223859662801,46.0892842688169
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",480.908343670013,84.3792627492951,508.833643713766,105.572137550606,511.433998563707,128.935383823551,-2.15117027798238,3.06822824880939e-10,5.49136070366111e-10,500.391995315829,106.295594707818,303.343795011823
"ENSG00000003756","RBM5","protein_coding","+","chr3",2597.58978747048,266.843132411807,2777.86475546917,345.53293084966,4360.89151401192,547.391708405809,-2.97820132642266,4.79965248075416e-14,1.37959686107454e-13,3245.44868565053,386.589257222425,1816.01897143648
"ENSG00000004059","ARF5","protein_coding","+","chr7",944.143368394447,18.5403473747331,1030.00986253893,44.916022990218,1338.38465363985,81.8190746770885,-4.39285193472672,8.20274119726192e-20,8.01680344671842e-19,1104.17929485774,48.4251483473465,576.302221602543
"ENSG00000004139","SARM1","protein_coding","+","chr17",640.025804843282,71.1550782406243,626.949376896971,128.365193841989,987.042026625006,206.01977783334,-2.3406212317916,6.05177092644819e-08,8.77672133267404e-08,751.339069455086,135.180016638651,443.259543046869
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",1771.76118873253,159.333279059832,1869.18565779429,231.258651442406,2111.99925208442,311.936919504918,-2.95274674191983,2.26120798633827e-16,9.87769092203291e-16,1917.64869953708,234.176283335719,1075.9124914364
