"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Late_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Late_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Late_groupMean","baseMean"
"ENSG00000003400","CASP10","protein_coding","+","chr2",2.59510434945171,2.61612508219897,0,1.5485047174829,0,2.11864674061362,0.328600488840835,0.489723032109017,0.593657056909132,0.865034783150571,2.09442551343183,1.4797301482912
"ENSG00000003402","CFLAR","protein_coding","+","chr2",1.29755217472586,3.27015635274871,1.43683381389798,0.774252358741451,0,9.88701812286354,0.917038411719818,0.134830216806084,0.214962900360261,0.911461996207946,4.64380894478457,2.77763547049626
"ENSG00000003436","TFPI","protein_coding","-","chr2",0,20.9290006575917,0,17.0335518923119,0,16.9491739249089,6.34717869881955,3.84986505419684e-06,4.30673700668659e-05,0,18.3039088249375,9.15195441246876
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",10.3804173978068,17.658844304843,2.87366762779597,27.8730849146922,9.33388022551964,28.9548387883861,1.45016280456578,0.00586263775820096,0.0172841963828051,7.52932175037415,24.8289226693071,16.1791222098406
"ENSG00000004059","ARF5","protein_coding","+","chr7",0,4.57821889384819,14.3683381389798,3.87126179370726,0,11.2994492832726,0.19603812122596,0.702237571338132,0.781143924767269,4.78944604632661,6.58297665694269,5.68621135163465
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",0,0,0,0,3.11129340850655,0,-0.261444066267624,0.386048028181132,NA,1.03709780283552,0,0.518548901417758
"ENSG00000004455","AK2","protein_coding","-","chr1",3.89265652417757,13.0806254109948,0,10.0652806636389,0,12.7118804436817,2.41499587061341,0.00518228424482416,0.015633227896138,1.29755217472586,11.9525955061051,6.62507384041549
"ENSG00000004468","CD38","protein_coding","+","chr4",10.3804173978068,8.50240651714664,14.3683381389798,16.2592995335705,1.55564670425327,17.6553895051135,0.463231165561502,0.353370057882661,0.459157371695498,8.76813408034665,14.1390318519435,11.4535829661451
"ENSG00000004478","FKBP4","protein_coding","+","chr12",0,4.57821889384819,0,7.74252358741451,0,20.4802518259316,5.16536650191633,0.000283041242129062,0.00142631624071019,0,10.9336647690648,5.46683238453239
"ENSG00000004487","KDM1A","protein_coding","+","chr1",6.48776087362928,7.8483752465969,2.87366762779597,13.9365424573461,9.33388022551964,8.47458696245447,0.46734578539782,0.356547413759956,0.462585095041791,6.23176957564829,10.0865015554658,8.15913556555706
"ENSG00000004534","RBM6","protein_coding","+","chr3",18.165730446162,13.7346566815446,8.6210028833879,30.970094349658,12.4451736340262,6.35594022184085,0.25822832861977,0.589628799804522,0.686656635008389,13.077302321192,17.0202304176812,15.0487663694366
"ENSG00000004700","RECQL","protein_coding","-","chr12",3.89265652417757,5.23225016439793,1.43683381389798,6.19401886993161,4.66694011275982,3.53107790102269,0.308519434040658,0.556364369138295,0.656532684212216,3.33214348361179,4.98578231178408,4.15896289769793
"ENSG00000004766","VPS50","protein_coding","+","chr7",0,18.9669068459425,0,15.485047174829,1.55564670425327,20.4802518259316,4.45283124041969,9.00221493027094e-05,0.000555950543317233,0.518548901417758,18.3107352822344,9.41464209182607
"ENSG00000004777","ARHGAP33","protein_coding","+","chr19",9.08286522308099,0,4.31050144169395,0,6.22258681701309,2.11864674061362,-2.1114258577595,0.0158545924745754,0.0385080912715813,6.53865116059601,0.706215580204539,3.62243337040028
"ENSG00000004779","NDUFAB1","protein_coding","-","chr16",0,2.61612508219897,0,0,0,4.94350906143177,0.653569069787045,0.143099867753742,0.224954300760118,0,2.51987804787691,1.25993902393846
"ENSG00000004864","SLC25A13","protein_coding","-","chr7",6.48776087362928,11.7725628698953,4.31050144169395,10.8395330223803,9.33388022551964,22.5988985665452,0.880194668339984,0.0917176690557947,0.157631217025769,6.71071418028096,15.0703314862736,10.8905228332773
"ENSG00000004897","CDC27","protein_coding","-","chr17",6.48776087362928,22.2370631986912,10.0578366972859,21.6790660447606,6.22258681701309,26.1299764675679,1.38587468408263,0.00583365808846976,0.0172136543668528,7.58939479597608,23.3487019036733,15.4690483498247
"ENSG00000004948","CALCR","protein_coding","-","chr7",0,26.1612508219897,0,34.0671037846239,3.11129340850655,35.3107790102269,4.5978904678358,7.46791256622402e-06,7.40201922005146e-05,1.03709780283552,31.8463778722802,16.4417378375578
"ENSG00000004961","HCCS","protein_coding","+","chrX",0,0.654031270549741,0,5.41976651119016,1.55564670425327,8.47458696245447,1.27349380801282,0.0550946020293107,0.104381621272679,0.518548901417758,4.84946158139812,2.68400524140794
"ENSG00000005007","UPF1","protein_coding","+","chr19",9.08286522308099,15.6967504931938,5.74733525559193,17.0335518923119,6.22258681701309,32.4859166894088,1.3378127757216,0.0121077099352021,0.0312267723073708,7.01759576522867,21.7387396916382,14.3781677284334
"ENSG00000005020","SKAP2","protein_coding","-","chr7",0,14.3886879520943,5.74733525559193,4.64551415244871,1.55564670425327,14.1243116040908,1.49832386816647,0.0317549602711036,0.067784143223195,2.4343273199484,11.0528379028779,6.74358261141317
"ENSG00000005022","SLC25A5","protein_coding","+","chrX",5.19020869890342,0.654031270549741,4.31050144169395,0,3.11129340850655,0.706215580204539,-1.7120291642578,0.0368668887094628,0.0764562553543935,4.20400118303464,0.453415616918093,2.32870839997637
"ENSG00000005059","MCUB","protein_coding","+","chr4",0,0.654031270549741,2.87366762779597,0.774252358741451,0,0,-0.143762376154179,0.686850232118837,NA,0.957889209265322,0.476094543097064,0.716991876181193
"ENSG00000005100","DHX33","protein_coding","-","chr17",0,1.30806254109948,0,0,0,2.11864674061362,0.308906868032392,0.455516644013031,NA,0,1.1422364272377,0.57111821361885
"ENSG00000005156","LIG3","protein_coding","+","chr17",15.5706260967103,33.3555947980368,15.8051719528778,49.5521509594529,9.33388022551964,60.0283243173858,1.64004686160835,0.000220703735003384,0.00115762114702164,13.5698927583692,47.6453566916252,30.6076247249972
"ENSG00000005175","RPAP3","protein_coding","-","chr12",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005187","ACSM3","protein_coding","+","chr16",0,1.30806254109948,0,3.87126179370726,0,9.88701812286354,2.73905279219436,0.0135446219605784,0.0340974607246605,0,5.02211415255676,2.51105707627838
"ENSG00000005189","REXO5","protein_coding","+","chr16",1.29755217472586,1.30806254109948,0,2.32275707622435,0,1.41243116040908,0.386701649349927,0.385158035863754,NA,0.432517391575285,1.68108359257764,1.05680049207646
"ENSG00000005194","CIAPIN1","protein_coding","-","chr16",0,4.57821889384819,1.43683381389798,6.19401886993161,0,4.23729348122723,1.68021780710885,0.0345152773990757,0.0725843899125647,0.478944604632661,5.00317708166901,2.74106084315084
"ENSG00000005238","ATOSB","protein_coding","-","chr9",7.78531304835514,16.3507817637435,2.87366762779597,12.3880377398632,4.66694011275982,21.8926829863407,1.36606122298981,0.0164446974227363,0.0397037478049427,5.10864026297031,16.8771674966492,10.9929038798097
"ENSG00000005243","COPZ2","protein_coding","-","chr17",0,1.30806254109948,5.74733525559193,4.64551415244871,0,7.76837138224993,0.473165286058141,0.365880950836368,0.472949517398841,1.91577841853064,4.57398269193271,3.24488055523168
"ENSG00000005302","MSL3","protein_coding","+","chrX",2.59510434945171,10.4645003287959,1.43683381389798,8.51677594615596,4.66694011275982,8.47458696245447,1.13984265907027,0.0641962026195782,0.118309095768375,2.8996260920365,9.15195441246876,6.02579025225263
"ENSG00000005339","CREBBP","protein_coding","-","chr16",5.19020869890342,5.23225016439793,2.87366762779597,7.74252358741451,1.55564670425327,7.76837138224993,0.640661940170857,0.248227443332194,0.349977467843676,3.20650767698422,6.91438171135412,5.06044469416917
"ENSG00000005379","TSPOAP1","protein_coding","-","chr17",18.165730446162,0,15.8051719528778,0,24.8903472680524,0.706215580204539,-5.68177702856996,2.50703721024871e-06,3.04001753470638e-05,19.6204165556974,0.235405193401513,9.92791087454945
"ENSG00000005436","GCFC2","protein_coding","-","chr2",9.08286522308099,10.4645003287959,2.87366762779597,23.2275707622435,1.55564670425327,12.7118804436817,1.30885426481639,0.0294053281438385,0.0636931692628189,4.50405985171008,15.467983844907,9.98602184830855
"ENSG00000005448","WDR54","protein_coding","+","chr2",0,0.654031270549741,5.74733525559193,3.0970094349658,0,0.706215580204539,-0.0963593100884603,0.827038024950291,0.875076340371266,1.91577841853064,1.48575209524003,1.70076525688534
"ENSG00000005471","ABCB4","protein_coding","-","chr7",2.59510434945171,1.96209381164922,1.43683381389798,2.32275707622435,0,1.41243116040908,0.141643003420012,0.767801432554388,0.830099984828217,1.34397938778323,1.89909401609422,1.62153670193873
"ENSG00000005483","KMT2E","protein_coding","+","chr7",2.59510434945171,15.0427192226441,1.43683381389798,10.8395330223803,0,19.0678206655226,2.84437539215619,0.00119090807330583,0.00463779958279098,1.34397938778323,14.983357636849,8.1636685123161
"ENSG00000005486","RHBDD2","protein_coding","+","chr7",0,0,0,1.5485047174829,0,2.11864674061362,0.324325653590942,0.429133449513493,NA,0,1.22238381936551,0.611191909682753
"ENSG00000005700","IBTK","protein_coding","-","chr6",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005801","ZNF195","protein_coding","-","chr11",0,4.57821889384819,0,3.0970094349658,0,4.94350906143177,2.42328326271425,0.0173876750500458,0.0414806428958677,0,4.20624579674859,2.10312289837429
"ENSG00000005810","MYCBP2","protein_coding","-","chr13",1.29755217472586,11.7725628698953,4.31050144169395,6.96827122867306,10.8895269297729,14.1243116040908,0.675916761109154,0.208407698202658,0.303821460537689,5.49919351539757,10.9550485675531,8.22712104147532
"ENSG00000005812","FBXL3","protein_coding","-","chr13",0,5.88628143494767,0,5.41976651119016,1.55564670425327,2.82486232081816,1.49496300362866,0.0429770886547487,0.0858268377875575,0.518548901417758,4.71030342231866,2.61442616186821
"ENSG00000005884","ITGA3","protein_coding","+","chr17",0,7.8483752465969,4.31050144169395,7.74252358741451,0,4.23729348122723,1.18883549613121,0.0791019551110574,0.140086843209598,1.43683381389798,6.60939743841288,4.02311562615543
"ENSG00000005889","ZFX","protein_coding","+","chrX",2.59510434945171,5.88628143494767,2.87366762779597,6.19401886993161,0,3.53107790102269,0.741674617751342,0.204759113657605,0.299528253076996,1.82292399241589,5.20379273530066,3.51335836385828
"ENSG00000005893","LAMP2","protein_coding","-","chrX",2.59510434945171,16.3507817637435,0,23.2275707622435,0,21.1864674061362,3.87285524595685,0.000168487148465168,0.000931458685431494,0.865034783150571,20.2549399773744,10.5599873802625
"ENSG00000006007","GDE1","protein_coding","-","chr16",2.59510434945171,27.4693133630891,2.87366762779597,16.2592995335705,1.55564670425327,12.7118804436817,2.56599425354428,0.000603440972547542,0.00264819890719724,2.34147289383365,18.8134977801138,10.5774853369737
"ENSG00000006015","REX1BD","protein_coding","+","chr19",1.29755217472586,4.57821889384819,4.31050144169395,10.8395330223803,3.11129340850655,10.5932337030681,1.01617256862015,0.0937123024789894,0.16027597852613,2.90644900830878,8.67032853976553,5.78838877403716
"ENSG00000006025","OSBPL7","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006062","MAP3K14","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006125","AP2B1","protein_coding","+","chr17",0,0,0,0,0,0.706215580204539,0.0977480782686837,0.991242174595163,NA,0,0.235405193401513,0.117702596700756
"ENSG00000006432","MAP3K9","protein_coding","-","chr14",22.0583869703396,11.7725628698953,7.18416906948992,16.2592995335705,37.3355209020785,18.361605085318,-0.389101710084202,0.389204418736145,0.49604244228458,22.1926923139693,15.4644891629279,18.8285907384486
"ENSG00000006451","RALA","protein_coding","+","chr7",0,3.27015635274871,0,0.774252358741451,1.55564670425327,3.53107790102269,0.60312379670579,0.206979242416994,0.3022293036051,0.518548901417758,2.52516220417095,1.52185555279435
"ENSG00000006453","BAIAP2L1","protein_coding","-","chr7",5.19020869890342,18.3128755753928,5.74733525559193,23.2275707622435,12.4451736340262,21.8926829863407,1.2060472234423,0.0172206988298968,0.041202610671314,7.79423919617385,21.1443764413257,14.4693078187498
"ENSG00000006459","KDM7A","protein_coding","-","chr7",1.29755217472586,9.15643778769638,1.43683381389798,3.87126179370726,0,4.23729348122723,1.4191126898214,0.0595514878559896,0.11146781619515,0.911461996207946,5.75499768754362,3.33322984187578
"ENSG00000006468","ETV1","protein_coding","-","chr7",0,10.4645003287959,0,17.8078042510534,0,9.88701812286354,5.58367915723873,5.74840646469919e-05,0.000387442595720726,0,12.7197742342376,6.3598871171188
"ENSG00000006530","AGK","protein_coding","+","chr7",2.59510434945171,13.7346566815446,1.43683381389798,12.3880377398632,0,16.9491739249089,2.77808085097956,0.00141729331364334,0.00536158480858152,1.34397938778323,14.3572894487722,7.85063441827774
"ENSG00000006555","TTC22","protein_coding","-","chr1",1.29755217472586,9.15643778769638,2.87366762779597,4.64551415244871,1.55564670425327,20.4802518259316,1.88301700564028,0.0139959991329953,0.0349489475108571,1.90895550225837,11.4274012553589,6.66817837880863
"ENSG00000006576","PHTF2","protein_coding","+","chr7",0,1.96209381164922,10.0578366972859,5.41976651119016,3.11129340850655,14.1243116040908,0.341218830967962,0.51608171649222,0.620126121377072,4.38971003526414,7.16872397564339,5.77921700545376
"ENSG00000006607","FARP2","protein_coding","+","chr2",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006634","DBF4","protein_coding","+","chr7",3.89265652417757,13.0806254109948,2.87366762779597,11.6137853811218,6.22258681701309,11.2994492832726,1.0985101713406,0.0532128768166555,0.101458214920582,4.32963698966221,11.9979533584631,8.16379517406264
"ENSG00000006652","IFRD1","protein_coding","+","chr7",1.29755217472586,11.1185315993456,0,11.6137853811218,0,7.76837138224993,3.3563428817615,0.00209510445562862,0.00742559370601415,0.432517391575285,10.1668961209058,5.29970675624053
"ENSG00000006659","LGALS14","protein_coding","+","chr19",1.29755217472586,3.92418762329845,0,5.41976651119016,3.11129340850655,0.706215580204539,0.430076534823506,0.402829574412886,0.510351754049408,1.4696151944108,3.35005657156438,2.40983588298759
"ENSG00000006695","COX10","protein_coding","+","chr17",3.89265652417757,4.57821889384819,4.31050144169395,8.51677594615596,0,12.7118804436817,0.996916992075805,0.103570798971144,0.173937006245559,2.73438598862384,8.60229176122862,5.66833887492623
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",10.3804173978068,14.3886879520943,1.43683381389798,13.1622900986047,1.55564670425327,13.4180960238862,1.13701249773565,0.0533566080303052,0.101636421514157,4.4576326386527,13.6563580248617,9.05699533175722
"ENSG00000006712","PAF1","protein_coding","-","chr19",20.7608347956137,7.8483752465969,20.1156733945718,22.4533184035021,43.5581077190916,28.2486232081816,-0.403347783725773,0.363113100720681,0.469747082314279,28.144871969759,19.5167722860935,23.8308221279263
"ENSG00000006715","VPS41","protein_coding","-","chr7",2.59510434945171,28.1233446336389,0,41.8096273720384,0,43.0791503924769,4.88859835435693,2.43373670990206e-06,2.96893853841446e-05,0.865034783150571,37.6707074660514,19.267871124601
"ENSG00000006740","ARHGAP44","protein_coding","+","chr17",1.29755217472586,1.30806254109948,1.43683381389798,6.96827122867306,0,0,0.399688940235489,0.393488575734794,0.500713593540437,0.911461996207946,2.75877792325751,1.83511995973273
"ENSG00000006744","ELAC2","protein_coding","-","chr17",6.48776087362928,5.23225016439793,1.43683381389798,5.41976651119016,1.55564670425327,2.82486232081816,0.233648662531992,0.654667664307301,0.742172076430397,3.16008046392685,4.49229299880208,3.82618673136446
"ENSG00000006747","SCIN","protein_coding","+","chr7",0,2.61612508219897,5.74733525559193,4.64551415244871,1.55564670425327,11.2994492832726,0.65389328840485,0.245995474832942,0.347591090225164,2.4343273199484,6.18702950597343,4.31067841296092
"ENSG00000006756","ARSD","protein_coding","-","chrX",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006757","PNPLA4","protein_coding","-","chrX",1.29755217472586,1.96209381164922,1.43683381389798,8.51677594615596,0,5.64972464163631,1.23331140174667,0.0800000403265179,0.141398672675017,0.911461996207946,5.37619813314717,3.14383006467756
"ENSG00000006831","ADIPOR2","protein_coding","+","chr12",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006837","CDKL3","protein_coding","-","chr5",7.78531304835514,20.9290006575917,5.74733525559193,23.2275707622435,3.11129340850655,20.4802518259316,1.65308211218748,0.00281859436599659,0.00950262243942495,5.54798057081787,21.545607748589,13.5467941597034
"ENSG00000007038","PRSS21","protein_coding","+","chr16",0,53.6305641850788,0,54.1976651119016,1.55564670425327,52.2599529351359,6.23403943056237,6.95911959030957e-08,1.56348220128955e-06,0.518548901417758,53.3627274107054,26.9406381560616
"ENSG00000007080","CCDC124","protein_coding","+","chr19",12.9755217472586,12.4265941404451,8.6210028833879,8.51677594615596,3.11129340850655,14.1243116040908,0.338831075479218,0.486434839728288,0.590615159761196,8.23593934638433,11.6892272302306,9.96258328830747
"ENSG00000007168","PAFAH1B1","protein_coding","+","chr17",7.78531304835514,14.3886879520943,5.74733525559193,21.6790660447606,0,22.5988985665452,1.69968951840705,0.00566865890663637,0.0168249956832569,4.51088276798236,19.5555508544667,12.0332168112245
"ENSG00000007202","BLTP2","protein_coding","-","chr17",0,1.30806254109948,1.43683381389798,0.774252358741451,0,2.82486232081816,0.356190065580836,0.402271521860065,NA,0.478944604632661,1.6357257402197,1.05733517242618
"ENSG00000007237","GAS7","protein_coding","-","chr17",12.9755217472586,9.81046905824612,11.4946705111839,15.485047174829,6.22258681701309,15.5367427644999,0.293363630065004,0.524343087237797,0.627628665025795,10.2309263584852,13.6107529991917,11.9208396788384
"ENSG00000007255","TRAPPC6A","protein_coding","-","chr19",5.19020869890342,4.57821889384819,2.87366762779597,11.6137853811218,1.55564670425327,10.5932337030681,0.925460402500212,0.116355765628645,0.190773450720552,3.20650767698422,8.92841265934601,6.06746016816512
"ENSG00000007312","CD79B","protein_coding","-","chr17",0,2.61612508219897,0,0,0,1.41243116040908,0.358161847888744,0.38145026639932,NA,0,1.34285208086935,0.671426040434674
"ENSG00000007341","ST7L","protein_coding","-","chr1",1.29755217472586,7.8483752465969,0,23.2275707622435,0,18.361605085318,4.23214470840568,0.000251766334569819,0.00129782416443639,0.432517391575285,16.4791836980528,8.45585054481405
"ENSG00000007372","PAX6","protein_coding","-","chr11",0,23.5451257397907,1.43683381389798,15.485047174829,1.55564670425327,24.0113297269543,3.91537813998531,0.000124510577856818,0.000716245770772366,0.997493506050419,21.013834213858,11.0056638599542
"ENSG00000007376","RPUSD1","protein_coding","-","chr16",1.29755217472586,0,1.43683381389798,0.774252358741451,1.55564670425327,0.706215580204539,-0.340864626430863,0.429692820641741,NA,1.4300108976257,0.493489312981997,0.96175010530385
"ENSG00000007392","LUC7L","protein_coding","-","chr16",15.5706260967103,18.3128755753928,10.0578366972859,24.7760754797264,17.112113746786,33.8983478498179,0.699296303047464,0.107439535295724,0.179391197661398,14.2468588469274,25.6624329683124,19.9546459076199
"ENSG00000007520","TSR3","protein_coding","-","chr16",1.29755217472586,3.27015635274871,7.18416906948992,6.19401886993161,1.55564670425327,1.41243116040908,0.0502024734970494,0.922941400597409,0.946562519922339,3.34578931615635,3.6255354610298,3.48566238859307
"ENSG00000007541","PIGQ","protein_coding","+","chr16",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000007545","CRAMP1","protein_coding","+","chr16",0,0,0,0,0,1.41243116040908,0.132854472086139,0.834244331420787,NA,0,0.470810386803026,0.235405193401513
"ENSG00000007923","DNAJC11","protein_coding","-","chr1",7.78531304835514,20.9290006575917,4.31050144169395,18.5820566097948,0,22.5988985665452,1.95403250052864,0.00196296966805466,0.00706878836831083,4.0319381633497,20.7033186113106,12.3676283873301
"ENSG00000007933","FMO3","protein_coding","+","chr1",0,0.654031270549741,0,0.774252358741451,0,1.41243116040908,0.313339440401295,0.495441386056225,NA,0,0.94690492990009,0.473452464950045
"ENSG00000007944","MYLIP","protein_coding","+","chr6",22.0583869703396,9.15643778769638,2.87366762779597,18.5820566097948,1.55564670425327,14.1243116040908,0.390200949913361,0.450808001652732,0.557939574195455,8.82923376746293,13.954268667194,11.3917512173285
"ENSG00000007968","E2F2","protein_coding","-","chr1",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000008018","PSMB1","protein_coding","-","chr6",2.59510434945171,1.30806254109948,0,8.51677594615596,0,7.06215580204539,1.19544481780734,0.0837260411934458,0.146361483283112,0.865034783150571,5.62899809643361,3.24701643979209
"ENSG00000008083","JARID2","protein_coding","+","chr6",10.3804173978068,6.54031270549741,7.18416906948992,10.8395330223803,0,10.5932337030681,0.389241372941778,0.45445967304431,0.561256655303463,5.85486215576559,9.32435981031527,7.58961098304043
"ENSG00000008130","NADK","protein_coding","-","chr1",1.29755217472586,1.96209381164922,0,0.774252358741451,0,6.35594022184085,0.73383777638088,0.158449289376077,0.243268385055754,0.432517391575285,3.03076213074384,1.73163976115956
"ENSG00000008196","TFAP2B","protein_coding","+","chr6",1.29755217472586,18.3128755753928,1.43683381389798,15.485047174829,0,31.0734855289997,3.96570606482771,0.00012419233043989,0.00071509100120675,0.911461996207946,21.6238027597405,11.2676323779742
"ENSG00000008256","CYTH3","protein_coding","-","chr7",12.9755217472586,9.15643778769638,4.31050144169395,14.7107948160876,3.11129340850655,11.2994492832726,0.515981073747702,0.309877558469016,0.416327191511197,6.79910553248635,11.7222272956855,9.26066641408594
"ENSG00000008277","ADAM22","protein_coding","+","chr7",3.89265652417757,11.7725628698953,7.18416906948992,2.32275707622435,1.55564670425327,7.76837138224993,0.443194035812308,0.406912183337649,0.514476432520698,4.21082409930692,7.28789710945654,5.74936060438173
