"ENSEMBL","SYMBOL","gene_type","strand","chrom","WT_Latent_c3-1","WT_Early_c3-1","WT_Latent_c3-2","WT_Early_c3-2","WT_Latent_c3-3","WT_Early_c3-3","WT_Latent_c4-1","WT_Early_c4-1","WT_Latent_c4-2","WT_Early_c4-2","log2FoldChange","pvalue","padj","WT_Latent_groupMean","WT_Early_groupMean","baseMean"
"ENSG00000002549","LAP3","protein_coding","+","chr4",0,9.58414163740062,4.62212033920577,18.2951039916177,7.39173386236675,14.901237365958,0,5.79075194661695,10.0515584439118,4.67920279708099,0.900620323725147,0.0940676424776508,0.217780845008864,4.41308252909686,10.6500875477349,7.53158503841586
"ENSG00000002586","CD99","protein_coding","+","chrX",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000002834","LASP1","protein_coding","+","chr17",0,13.0692840510009,0,24.9478690794787,1.47834677247335,28.3123509953202,0,3.86050129774464,1.43593692055883,9.35840559416198,4.16185065833997,2.16075816170897e-05,0.000233921754024688,0.582856738606435,15.9096822035413,8.24626947107386
"ENSG00000002919","SNX11","protein_coding","+","chr17",18.512072183865,49.6632793938032,12.3256542378821,19.958295263583,14.7834677247335,24.5870416538307,27.1317335524517,10.6163785687977,21.5390538083824,15.4413692303673,0.271940435277904,0.498108349615984,0.669878487949609,18.8583963014629,24.0532728220764,21.4558345617697
"ENSG00000002933","TMEM176A","protein_coding","+","chr7",13.4633252246291,111.524557235207,29.2734288149699,99.7914763179149,13.3051209522601,58.8598875955342,0,11.0989412310158,1.43593692055883,11.2300867129944,1.94596070748916,0.00258895569586815,0.0132891179283552,11.4955623824836,58.5009898185333,34.9982761005085
"ENSG00000003056","M6PR","protein_coding","-","chr12",3.36583130615728,8.71285603400057,7.70353389867628,14.1371258117046,5.9133870898934,17.8814848391496,5.71194390577931,6.75587727105311,1.43593692055883,9.35840559416198,0.986861211922604,0.0445092214963876,0.123847719335422,4.82612662421302,11.369149910014,8.0976382671135
"ENSG00000003147","ICA1","protein_coding","-","chr7",0,3.48514241360023,4.62212033920577,0.831595635982624,10.3484274073134,2.2351856048937,1.42798597644483,0,0,1.8716811188324,-0.487889818265069,0.360593781229127,0.546407879301107,3.27970674459281,1.68472095466179,2.4822138496273
"ENSG00000003393","ALS2","protein_coding","-","chr2",0,6.97028482720045,4.62212033920577,9.14755199580887,5.9133870898934,5.96049494638321,0,2.89537597330848,0,3.74336223766479,0.925483450161182,0.112246714195252,0.248947509337659,2.10710148581983,5.74341399607316,3.9252577409465
"ENSG00000003400","CASP10","protein_coding","+","chr2",0,1.74257120680011,0,0.831595635982624,5.9133870898934,0,4.28395792933448,0,0,1.4037608391243,-0.519772478928201,0.318145203880251,0.504086027424015,2.03946900384558,0.795585536381407,1.41752727011349
"ENSG00000003402","CFLAR","protein_coding","+","chr2",0,13.0692840510009,0,4.98957381589575,0,5.21543307808531,0,1.44768798665424,0,3.74336223766479,4.78980739110908,0.000399669907976272,0.00286008207117364,0,5.69306823386019,2.84653411693009
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",10.0974939184718,156.83140861201,7.70353389867628,148.024023204907,11.8267741797868,117.719775191068,8.56791585866896,56.9423941417334,11.4874953644706,55.2145930055557,3.31166717837814,3.29151495227151e-13,2.35754758456447e-11,9.9366426440149,106.946438831055,58.4415407375349
"ENSG00000003989","SLC7A2","protein_coding","+","chr8",1.68291565307864,0,10.7849474581468,3.3263825439305,5.9133870898934,1.4901237365958,0,4.82562662218079,0,2.80752167824859,-0.265406151076626,0.60813967858807,0.75600441680358,3.67625004022377,2.48993091619114,3.08309047820745
"ENSG00000004059","ARF5","protein_coding","+","chr7",3.36583130615728,5.22771362040034,4.62212033920577,1.66319127196525,5.9133870898934,4.47037120978741,0,1.93025064887232,4.30781076167648,4.67920279708099,-0.012259409137635,0.978713381722065,0.991443205982372,3.64182989938658,3.59414590962126,3.61798790450392
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",1.68291565307864,0,0,0,0,0.745061868297901,1.42798597644483,0.965125324436159,0,0,-0.15170844870009,0.712971704504196,NA,0.622180325904693,0.342037438546812,0.482108882225753
"ENSG00000004399","PLXND1","protein_coding","-","chr3",0,12.1979984476008,0,4.98957381589575,0,11.1759280244685,2.85597195288965,0.965125324436159,0,4.67920279708099,2.61694382616521,0.00424924755511885,0.0199328952790773,0.571194390577931,6.80156568189644,3.68638003623719
"ENSG00000004455","AK2","protein_coding","-","chr1",1.68291565307864,29.6237105156019,1.54070677973526,22.4530821715309,2.9566935449467,40.9784027563846,0,10.6163785687977,0,10.2942461535782,3.87178935820517,2.53838110338606e-06,3.6492640163733e-05,1.23606319555212,22.7931640331787,12.0146136143654
"ENSG00000004468","CD38","protein_coding","+","chr4",5.04874695923592,10.4554272408007,15.4070677973526,9.14755199580887,11.8267741797868,10.4308661561706,5.71194390577931,3.86050129774464,0,3.74336223766479,-0.024921052651194,0.955697923701777,0.979132662060748,7.59890656843092,7.52754178563792,7.56322417703442
"ENSG00000004478","FKBP4","protein_coding","+","chr12",0,0.871285603400057,1.54070677973526,0.831595635982624,0,4.47037120978741,0,0.965125324436159,0,1.8716811188324,0.879826185336251,0.139665602528565,0.29040888115193,0.308141355947051,1.80201177848773,1.05507656721739
"ENSG00000004487","KDM1A","protein_coding","+","chr1",10.0974939184718,9.58414163740062,12.3256542378821,18.2951039916177,14.7834677247335,11.9209898927664,1.42798597644483,4.34306395996271,0,9.82632587387008,0.338540187403301,0.480400707248863,0.654846979362852,7.72692037150644,10.7939250711235,9.26042272131498
"ENSG00000004534","RBM6","protein_coding","+","chr3",3.36583130615728,5.22771362040034,18.4884813568231,15.8003170836699,29.566935449467,21.6067941806391,11.4238878115586,7.72100259548927,12.9234322850294,6.55088391591338,-0.327988940412312,0.457732501865569,0.634919142073247,15.1537136418071,11.3813422792224,13.2675279605147
"ENSG00000004700","RECQL","protein_coding","-","chr12",3.36583130615728,1.74257120680011,3.08141355947051,2.49478690794787,5.9133870898934,2.2351856048937,8.56791585866896,0,0,1.4037608391243,-0.913827507153815,0.116225913247076,0.25474433772351,4.18570956283803,1.5752609117532,2.88048523729561
"ENSG00000004766","VPS50","protein_coding","+","chr7",0,2.61385681020017,0,1.66319127196525,1.47834677247335,0,1.42798597644483,0.965125324436159,0,1.8716811188324,0.417770672053247,0.413776919863761,0.593915555832939,0.581266549783635,1.42277090508679,1.00201872743522
"ENSG00000004777","ARHGAP33","protein_coding","+","chr19",20.1949878369437,4.35642801700028,9.24424067841154,4.15797817991312,8.87008063484009,0,5.71194390577931,0.965125324436159,8.61562152335295,1.8716811188324,-1.93378791236255,0.0013776694844917,0.00792802338923415,10.5273749158655,2.27024252803639,6.39880872195095
"ENSG00000004779","NDUFAB1","protein_coding","-","chr16",0,0.871285603400057,3.08141355947051,5.82116945187837,0,1.4901237365958,2.85597195288965,1.44768798665424,2.87187384111765,1.4037608391243,0.131972879308368,0.79762787305023,0.88610591297728,1.76185187069556,2.20680552353055,1.98432869711306
"ENSG00000004864","SLC25A13","protein_coding","-","chr7",11.7804095715505,20.9108544816014,9.24424067841154,36.5902079832355,25.1318951320469,55.1345782540447,0,12.064066555452,0,20.5884923071563,1.29716878622189,0.0218844239169656,0.0727847631268233,9.23130907640179,29.057639916298,19.1444744963499
"ENSG00000004897","CDC27","protein_coding","-","chr17",16.8291565307864,2.61385681020017,6.16282711894103,14.9687214476872,7.39173386236675,6.70555681468111,8.56791585866896,2.4128133110904,15.7953061261471,7.48672447532958,-0.5232408296945,0.258342371367069,0.441418219649924,10.949387899382,6.8375345717977,8.89346123558987
"ENSG00000004961","HCCS","protein_coding","+","chrX",0,0.871285603400057,0,1.66319127196525,1.47834677247335,2.98024747319161,0,0,0,2.80752167824859,0.727848871765376,0.194204137862563,0.363487072779627,0.29566935449467,1.6644492053611,0.980059279927885
"ENSG00000005007","UPF1","protein_coding","+","chr19",0,13.9405696544009,40.0583762731167,11.6423389037567,5.9133870898934,14.1561754976601,2.85597195288965,6.27331460883503,5.7437476822353,3.27544195795669,-0.100742675491355,0.835307917777226,0.910687702692159,10.914296599627,9.8575681245219,10.3859323620745
"ENSG00000005020","SKAP2","protein_coding","-","chr7",13.4633252246291,3.48514241360023,40.0583762731167,0,4.43504031742005,1.4901237365958,1.42798597644483,0.965125324436159,0,1.4037608391243,-2.45131912874766,0.00188418959975628,0.0102676566112605,11.8769455583221,1.4688304627513,6.67288801053671
"ENSG00000005022","SLC25A5","protein_coding","+","chrX",6.73166261231456,0,4.62212033920577,0.831595635982624,1.47834677247335,3.72530934148951,0,0.965125324436159,2.87187384111765,0,-0.763435740534743,0.181620563642447,0.348387062022923,3.14080071302227,1.10440606038166,2.12260338670196
"ENSG00000005059","MCUB","protein_coding","+","chr4",0,4.35642801700028,0,0,0,1.4901237365958,2.85597195288965,0.482562662218079,0,0,0.259891884472625,0.576688205536869,0.73257373950889,0.571194390577931,1.26582288316283,0.918508636870382
"ENSG00000005100","DHX33","protein_coding","-","chr17",0,3.48514241360023,0,0,0,0,2.85597195288965,0.482562662218079,0,3.74336223766479,0.384243438098109,0.428854491510393,0.607811137046522,0.571194390577931,1.54221346269662,1.05670392663728
"ENSG00000005156","LIG3","protein_coding","+","chr17",11.7804095715505,30.494996119002,16.9477745770878,44.9061643430617,0,22.351856048937,5.71194390577931,29.9188850575209,11.4874953644706,37.4336223766479,1.66913041715213,0.000379915556601885,0.0027524088676021,9.18552468377764,33.0211047890339,21.1033147364058
"ENSG00000005175","RPAP3","protein_coding","-","chr12",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005187","ACSM3","protein_coding","+","chr16",0,1.74257120680011,3.08141355947051,0.831595635982624,0,2.98024747319161,0,0,0,0,0.195080974390762,0.654748216620229,0.789239698531552,0.616282711894103,1.11088286319487,0.863582787544486
"ENSG00000005189","REXO5","protein_coding","+","chr16",1.68291565307864,2.61385681020017,0,0,0,0,0,1.44768798665424,0,0,0.223867008941146,0.643509223750196,NA,0.336583130615728,0.812308959370882,0.574446044993305
"ENSG00000005194","CIAPIN1","protein_coding","-","chr16",5.04874695923592,0,7.70353389867628,3.3263825439305,0,2.2351856048937,0,0.965125324436159,5.7437476822353,0.467920279708099,-0.772190074701489,0.176529407066611,0.341892540678019,3.6992057080295,1.39892275059369,2.5490642293116
"ENSG00000005238","ATOSB","protein_coding","-","chr9",6.73166261231456,10.4554272408007,6.16282711894103,14.9687214476872,16.2618144972068,19.3716085757454,1.42798597644483,2.89537597330848,7.17968460279413,1.4037608391243,0.236131088176923,0.629515036647323,0.771545050299622,7.55279496154028,9.81897881533322,8.68588688843675
"ENSG00000005243","COPZ2","protein_coding","-","chr17",3.36583130615728,14.811855257801,4.62212033920577,2.49478690794787,0,5.21543307808531,11.4238878115586,2.89537597330848,0,2.80752167824859,0.29675368736006,0.564148130528884,0.722903848683733,3.88236789138433,5.64499457907824,4.76368123523129
"ENSG00000005302","MSL3","protein_coding","+","chrX",13.4633252246291,16.5544264646011,4.62212033920577,24.1162734434961,10.3484274073134,29.802474731916,1.42798597644483,7.72100259548927,2.87187384111765,4.21128251737289,1.03524289486084,0.0480444376465608,0.131405550221858,6.54674655774216,16.4810919505751,11.5139192541586
"ENSG00000005339","CREBBP","protein_coding","-","chr16",0,1.74257120680011,6.16282711894103,2.49478690794787,4.43504031742005,5.21543307808531,4.28395792933448,0.482562662218079,0,1.8716811188324,-0.197590906541107,0.698193861401687,0.820285758079135,2.97636507313911,2.36140699477675,2.66888603395793
"ENSG00000005379","TSPOAP1","protein_coding","-","chr17",26.9266504492582,3.48514241360023,27.7327220352346,3.3263825439305,17.7401612696802,0,45.6955512462345,2.89537597330848,48.8218552990001,2.80752167824859,-3.5859861522082,2.23493401921744e-11,1.05556884636395e-09,33.3833880598815,2.50288452181756,17.9431362908495
"ENSG00000005436","GCFC2","protein_coding","-","chr2",5.04874695923592,3.48514241360023,10.7849474581468,4.15797817991312,10.3484274073134,6.70555681468111,4.28395792933448,1.93025064887232,4.30781076167648,1.4037608391243,-0.755046198554305,0.13268611676919,0.279960028596119,6.95477810314142,3.53653777923821,5.24565794118982
"ENSG00000005448","WDR54","protein_coding","+","chr2",0,0.871285603400057,0,0,5.9133870898934,0,0,0.482562662218079,4.30781076167648,0.935840559416198,-0.826858066706525,0.152553415609519,0.310083765476997,2.04423957031397,0.457937765006867,1.25108866766042
"ENSG00000005471","ABCB4","protein_coding","-","chr7",0,0,0,3.3263825439305,0,0.745061868297901,2.85597195288965,0.965125324436159,4.30781076167648,0.935840559416198,-0.117555717022778,0.811867423857169,0.894369743776739,1.43275654291323,1.19448205921615,1.31361930106469
"ENSG00000005483","KMT2E","protein_coding","+","chr7",0,9.58414163740062,0,4.98957381589575,0,3.72530934148951,1.42798597644483,1.93025064887232,0,4.67920279708099,2.85345257748849,0.00263795954112901,0.0134782551084083,0.285597195288965,4.98169564814784,2.6336464217184
"ENSG00000005486","RHBDD2","protein_coding","+","chr7",0,0.871285603400057,0,0,0,0,0,0.965125324436159,1.43593692055883,0,0.0404752521735223,0.941987591770737,NA,0.287187384111765,0.367282185567243,0.327234784839504
"ENSG00000005700","IBTK","protein_coding","-","chr6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005801","ZNF195","protein_coding","-","chr11",0,0,0,0.831595635982624,0,0,0,0,0,0.467920279708099,0.168292702884611,0.986840045333882,NA,0,0.259903183138145,0.129951591569072
"ENSG00000005810","MYCBP2","protein_coding","-","chr13",5.04874695923592,9.58414163740062,0,13.305530175722,1.47834677247335,14.1561754976601,2.85597195288965,0.482562662218079,0,4.21128251737289,1.52517907454929,0.0253244092816892,0.0811410653428441,1.87661313691978,8.34793849807474,5.11227581749726
"ENSG00000005812","FBXL3","protein_coding","-","chr13",0,3.48514241360023,4.62212033920577,2.49478690794787,1.47834677247335,8.94074241957482,1.42798597644483,0.965125324436159,0,0.935840559416198,0.570101420672012,0.301959430713813,0.488233863018711,1.50569061762479,3.36432752499505,2.43500907130992
"ENSG00000005884","ITGA3","protein_coding","+","chr17",0,3.48514241360023,0,1.66319127196525,0,4.47037120978741,0,1.93025064887232,0,1.8716811188324,2.93305770607418,0.0146753981364067,0.0535361727377236,0,2.68412733261152,1.34206366630576
"ENSG00000005889","ZFX","protein_coding","+","chrX",1.68291565307864,3.48514241360023,3.08141355947051,6.65276508786099,2.9566935449467,1.4901237365958,1.42798597644483,0.965125324436159,0,0.935840559416198,0.260218981359814,0.615380283400643,0.761817998987648,1.82980174678814,2.70579942438188,2.26780058558501
"ENSG00000005893","LAMP2","protein_coding","-","chrX",0,2.61385681020017,3.08141355947051,4.98957381589575,10.3484274073134,4.47037120978741,1.42798597644483,1.44768798665424,0,0.935840559416198,-0.0449254263058866,0.927939368263847,0.963490760058578,2.97156538864576,2.89146607639075,2.93151573251825
"ENSG00000006007","GDE1","protein_coding","-","chr16",1.68291565307864,10.4554272408007,10.7849474581468,14.9687214476872,2.9566935449467,18.6265467074475,5.71194390577931,9.65125324436159,7.17968460279413,8.89048531445388,0.915432142729128,0.0527051401168171,0.140681916850305,5.66323703294911,12.5184867909502,9.09086191194965
"ENSG00000006015","REX1BD","protein_coding","+","chr19",3.36583130615728,22.6534256884015,6.16282711894103,14.9687214476872,2.9566935449467,13.4111136293622,17.1358317173379,8.68612791992543,2.87187384111765,18.716811188324,1.02459826114666,0.034619951016566,0.102496957742958,6.49861150570012,15.6872399747401,11.0929257402201
"ENSG00000006025","OSBPL7","protein_coding","-","chr17",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006062","MAP3K14","protein_coding","-","chr17",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006125","AP2B1","protein_coding","+","chr17",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006327","TNFRSF12A","protein_coding","+","chr16",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006432","MAP3K9","protein_coding","-","chr14",20.1949878369437,6.0989992238004,32.3548423744404,11.6423389037567,39.9153628567804,14.901237365958,17.1358317173379,3.86050129774464,20.1031168878236,5.14712307678909,-1.4947370288037,0.000799328463733967,0.00512157582753505,25.9408283346652,8.33003997360978,17.1354341541375
"ENSG00000006451","RALA","protein_coding","+","chr7",0,4.35642801700028,0,11.6423389037567,2.9566935449467,3.72530934148951,0,3.86050129774464,2.87187384111765,1.4037608391243,1.30056360475455,0.0546108423808779,0.144774678644879,1.16571347721287,4.99766767982309,3.08169057851798
"ENSG00000006453","BAIAP2L1","protein_coding","-","chr7",0,1.74257120680011,10.7849474581468,12.4739345397394,4.43504031742005,20.1166704440433,2.85597195288965,4.82562662218079,4.30781076167648,3.27544195795669,0.595630195424547,0.256654645866475,0.439518247805811,4.47675409802659,8.48684895414406,6.48180152608533
"ENSG00000006530","AGK","protein_coding","+","chr7",0,1.74257120680011,1.54070677973526,8.31595635982624,0,4.47037120978741,7.13992988222414,0,0,6.55088391591338,0.593286915204465,0.285203593956204,0.470883300826495,1.73612733239188,4.21595653846543,2.97604193542865
"ENSG00000006555","TTC22","protein_coding","-","chr1",0,6.0989992238004,1.54070677973526,8.31595635982624,0,6.70555681468111,2.85597195288965,1.93025064887232,0,1.8716811188324,1.62641362320481,0.0305383973234334,0.0937898251640823,0.879335746524982,4.98448883320249,2.93191228986374
"ENSG00000006576","PHTF2","protein_coding","+","chr7",0,8.71285603400057,0,6.65276508786099,5.9133870898934,5.21543307808531,5.71194390577931,0.965125324436159,5.7437476822353,3.74336223766479,0.29300476914879,0.566064293754159,0.724468373403935,3.4738157355816,5.05790835240956,4.26586204399558
"ENSG00000006607","FARP2","protein_coding","+","chr2",0,1.74257120680011,0,0,0,0,2.85597195288965,0.482562662218079,0,0,-0.0797464294874839,0.795705413757333,NA,0.571194390577931,0.445026773803639,0.508110582190785
"ENSG00000006634","DBF4","protein_coding","+","chr7",5.04874695923592,3.48514241360023,4.62212033920577,6.65276508786099,7.39173386236675,2.2351856048937,5.71194390577931,0,0,3.74336223766479,-0.310130840096983,0.542486059852826,0.706486016745852,4.55490901331755,3.22329106880394,3.88910004106075
"ENSG00000006652","IFRD1","protein_coding","+","chr7",0,1.74257120680011,0,0.831595635982624,0,0.745061868297901,0,0.965125324436159,0,4.67920279708099,1.49265195924866,0.0776492849333385,0.18967800357346,0,1.79271136651956,0.896355683259779
"ENSG00000006659","LGALS14","protein_coding","+","chr19",0,0.871285603400057,0,0.831595635982624,1.47834677247335,0.745061868297901,2.85597195288965,0,0,1.8716811188324,-0.00868265771557588,0.985612571290625,0.994548384935657,0.866863745072601,0.863924845302596,0.865394295187598
"ENSG00000006695","COX10","protein_coding","+","chr17",3.36583130615728,8.71285603400057,3.08141355947051,3.3263825439305,1.47834677247335,1.4901237365958,0,4.34306395996271,2.87187384111765,4.21128251737289,0.653526058657281,0.231043469619385,0.410323381289951,2.15949309584376,4.41674175837249,3.28811742710813
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",0,26.1385681020017,4.62212033920577,15.8003170836699,8.87008063484009,22.351856048937,4.28395792933448,6.27331460883503,0,6.08296363620528,1.7039712525611,0.00529103475720779,0.023682327412732,3.55523178067607,15.3294038959298,9.44231783830293
"ENSG00000006712","PAF1","protein_coding","-","chr19",21.8779034900223,106.296843614807,15.4070677973526,73.1804159664709,16.2618144972068,64.0753206736195,17.1358317173379,77.2100259548927,21.5390538083824,69.2522013967986,1.99756335135934,4.83660746535314e-09,1.41088236680229e-07,18.4443342620604,78.0029615213177,48.2236478916891
"ENSG00000006715","VPS41","protein_coding","-","chr7",8.4145782653932,7.84157043060051,6.16282711894103,8.31595635982624,2.9566935449467,2.98024747319161,0,3.86050129774464,4.30781076167648,5.14712307678909,0.250895801143227,0.604745211447712,0.753537967056013,4.36838193819148,5.62907972763042,4.99873083291095
"ENSG00000006744","ELAC2","protein_coding","-","chr17",0,0,4.62212033920577,0.831595635982624,5.9133870898934,4.47037120978741,5.71194390577931,1.44768798665424,1.43593692055883,0.467920279708099,-0.731508284112049,0.19648797762885,0.366564315474101,3.53667765108746,1.44351502242647,2.49009633675697
"ENSG00000006756","ARSD","protein_coding","-","chrX",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006757","PNPLA4","protein_coding","-","chrX",0,1.74257120680011,0,0.831595635982624,5.9133870898934,2.2351856048937,0,1.93025064887232,1.43593692055883,0.467920279708099,-0.0236521894500062,0.961709010080675,0.98223834189041,1.46986480209044,1.44150467525137,1.45568473867091
"ENSG00000006831","ADIPOR2","protein_coding","+","chr12",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006837","CDKL3","protein_coding","-","chr5",11.7804095715505,30.494996119002,4.62212033920577,36.5902079832355,17.7401612696802,19.3716085757454,2.85597195288965,10.6163785687977,8.61562152335295,12.6338475521187,1.04594655035126,0.0261966179429945,0.0830629522287359,9.12285693133581,21.9414077597799,15.5321323455578
"ENSG00000007038","PRSS21","protein_coding","+","chr16",0,12.1979984476008,6.16282711894103,28.2742516234092,0,15.6462992342559,0,6.75587727105311,4.30781076167648,3.27544195795669,2.1523356032655,0.00269552558550482,0.0137292103155046,2.0941275761235,13.2299737068552,7.66205064148933
"ENSG00000007080","CCDC124","protein_coding","+","chr19",0,13.0692840510009,15.4070677973526,8.31595635982624,8.87008063484009,16.3913611025538,4.28395792933448,5.30818928439887,5.7437476822353,8.42256503474578,0.417757246306782,0.372939136980394,0.557532194717987,6.86097080875249,10.3014711665051,8.5812209876288
"ENSG00000007168","PAFAH1B1","protein_coding","+","chr17",3.36583130615728,47.0494225836031,12.3256542378821,49.0641425229748,0,52.899392649151,8.56791585866896,24.128133110904,0,26.6714559433616,2.82453128029917,1.09553378294601e-06,1.72321019741038e-05,4.85188028054166,39.9625093619989,22.4071948212703
"ENSG00000007202","BLTP2","protein_coding","-","chr17",1.68291565307864,1.74257120680011,0,0.831595635982624,1.47834677247335,2.98024747319161,2.85597195288965,0,2.87187384111765,0,-0.311957638837749,0.535665556869932,0.701607081986516,1.77782164391186,1.11088286319487,1.44435225355336
"ENSG00000007237","GAS7","protein_coding","-","chr17",5.04874695923592,6.0989992238004,18.4884813568231,5.82116945187837,16.2618144972068,8.94074241957482,9.99590183511379,6.27331460883503,15.7953061261471,11.2300867129944,-0.630890620892075,0.134703967283628,0.283026512715889,13.1180501549053,7.6728624834166,10.395456319161
"ENSG00000007255","TRAPPC6A","protein_coding","-","chr19",3.36583130615728,8.71285603400057,7.70353389867628,14.9687214476872,4.43504031742005,11.9209898927664,2.85597195288965,5.79075194661695,2.87187384111765,5.61504335649719,0.877704069347536,0.0782303181133943,0.190632931927597,4.24645026325218,9.40167253551367,6.82406139938293
"ENSG00000007312","CD79B","protein_coding","-","chr17",0,7.84157043060051,0,6.65276508786099,0,5.96049494638321,1.42798597644483,2.89537597330848,0,2.33960139854049,2.92013706076045,0.00213604369927769,0.011446454612963,0.285597195288965,5.13796156733874,2.71177938131385
