"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Latent_c2-1","dBGLF5_Early_c2-1","dBGLF5_Latent_c2-2","dBGLF5_Early_c2-2","dBGLF5_Latent_c2-3","dBGLF5_Early_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Latent_groupMean","dBGLF5_Early_groupMean","baseMean"
"ENSG00000001626","CFTR","protein_coding","+","chr7",2.47658282646567,9.55827224086177,1.38788273693476,8.40100175251682,1.51129979566027,14.5986177071435,1.92572602536308,0.0112570099242029,0.0372467698963157,1.79192178635357,10.8526305668407,6.32227617659714
"ENSG00000001629","ANKIB1","protein_coding","+","chr7",4.95316565293133,12.9719408983124,1.38788273693476,9.10108523189323,0,19.4648236095247,2.06675127491497,0.00598797659717686,0.0232788250739355,2.11368279662203,13.8459499132434,7.97981635493274
"ENSG00000001631","KRIT1","protein_coding","-","chr7",3.7148742396985,11.6064734353322,8.32729642160859,11.2013356700224,1.51129979566027,14.5986177071435,1.04575037756075,0.0672068953829754,0.144572972626168,4.51782348565579,12.4688089374994,8.49331621157758
"ENSG00000002330","BAD","protein_coding","-","chr11",6.19145706616417,1.36546746298025,1.38788273693476,0,0,1.62206863412706,-0.394510878275484,0.406662752043666,0.543032421548446,2.52644660103298,0.995845365702438,1.76114598336771
"ENSG00000002549","LAP3","protein_coding","+","chr4",6.19145706616417,8.87553850937165,0,8.40100175251682,7.55649897830135,22.7089608777788,1.05559204703387,0.0734521221519937,0.154919378154449,4.58265201482184,13.3285003798891,8.95557619735547
"ENSG00000002586","CD99","protein_coding","+","chrX",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000002726","AOC1","protein_coding","+","chr7",0,2.04820119447038,0,1.4001669587528,0,3.24413726825412,0.76354341030324,0.126429855459381,NA,0,2.23083514049243,1.11541757024622
"ENSG00000002834","LASP1","protein_coding","+","chr17",2.47658282646567,27.3093492596051,2.77576547386953,35.0041739688201,3.02259959132054,15.4096520242071,2.90258977245272,4.94577340536339e-05,0.00049824985291327,2.75831596388524,25.9077250842107,14.333020524048
"ENSG00000002919","SNX11","protein_coding","+","chr17",14.859496958794,11.6064734353322,20.8182410540215,11.2013356700224,22.669496934904,14.5986177071435,-0.507282664736264,0.242728432546776,0.374950282482794,19.4490783159065,12.4688089374994,15.9589436267029
"ENSG00000002933","TMEM176A","protein_coding","+","chr7",4.95316565293133,53.2532310562299,15.2667101062824,45.5054261594661,12.0903983652822,81.103431706353,2.3271371025027,1.49465664720671e-06,2.60391976430407e-05,10.770091374832,59.954029640683,35.3620605077575
"ENSG00000003056","M6PR","protein_coding","-","chr12",3.7148742396985,21.8474794076841,2.77576547386953,24.5029217781741,0,16.2206863412706,2.8130616207849,0.000210243749891692,0.00162385083166844,2.16354657118934,20.8570291757096,11.5102878734495
"ENSG00000003147","ICA1","protein_coding","-","chr7",3.7148742396985,1.36546746298025,4.16364821080429,4.90058435563481,1.51129979566027,0.81103431706353,-0.163697452154237,0.744014301234452,0.827146992483095,3.12994074872102,2.35902871189287,2.74448473030694
"ENSG00000003249","DBNDD1","protein_coding","-","chr16",0,0.682733731490127,0,0.700083479376402,0,3.24413726825412,0.478324577674606,0.274435064336969,NA,0,1.54231815970688,0.771159079853441
"ENSG00000003393","ALS2","protein_coding","-","chr2",0,8.19280477788152,1.38788273693476,4.20050087625841,3.02259959132054,4.05517158531765,0.971554802403671,0.121535864971697,0.225142432683473,1.4701607760851,5.48282574648586,3.47649326128548
"ENSG00000003400","CASP10","protein_coding","+","chr2",2.47658282646567,4.09640238894076,0,1.4001669587528,0,2.43310295119059,0.465980408344571,0.351100389641325,0.487587136284736,0.825527608821889,2.64322409962805,1.73437585422497
"ENSG00000003402","CFLAR","protein_coding","+","chr2",1.23829141323283,4.09640238894076,1.38788273693476,4.90058435563481,0,3.24413726825412,0.909046518836964,0.142650216298893,0.253594442058026,0.875391383389199,4.08037467094323,2.47788302716621
"ENSG00000003436","TFPI","protein_coding","-","chr2",0,12.2892071668223,0,5.60066783501122,0,8.1103431706353,4.77357047717456,0.000568865481269726,0.00367116676865928,0,8.66673939082293,4.33336969541147
"ENSG00000003509","NDUFAF7","protein_coding","+","chr2",9.90633130586266,86.7071838992461,2.77576547386953,60.2071792263706,9.06779877396161,98.9461866817506,3.351867707596,4.98458403019957e-11,3.31027503544023e-09,7.2499651845646,81.9535166024558,44.6017408935102
"ENSG00000004059","ARF5","protein_coding","+","chr7",0,12.2892071668223,13.8788273693476,5.60066783501122,0,5.67724021944471,0.374996586188065,0.478708183597776,0.608002483671765,4.62627578978255,7.8557050737594,6.24099043177097
"ENSG00000004142","POLDIP2","protein_coding","-","chr17",0,0,0,0.700083479376402,3.02259959132054,1.62206863412706,-0.0573914432736514,0.877451310483864,NA,1.00753319710685,0.774050704501154,0.890791950804
"ENSG00000004455","AK2","protein_coding","-","chr1",3.7148742396985,6.82733731490127,0,7.70091827314042,0,25.953098146033,2.58957550424191,0.00434115525258658,0.0181543467775015,1.23829141323283,13.4937845780249,7.36603799562886
"ENSG00000004468","CD38","protein_coding","+","chr4",9.90633130586266,8.19280477788152,13.8788273693476,11.9014191493988,1.51129979566027,11.3544804388894,0.196387944571979,0.690461358460356,0.785885832088639,8.43215282362353,10.4829014553899,9.45752713950673
"ENSG00000004478","FKBP4","protein_coding","+","chr12",0,2.73093492596051,0,2.10025043812921,0,4.86620590238118,1.33681212116368,0.0459407248113854,0.11013867071412,0,3.2324637554903,1.61623187774515
"ENSG00000004487","KDM1A","protein_coding","+","chr1",6.19145706616417,8.19280477788152,2.77576547386953,7.00083479376402,9.06779877396161,4.05517158531765,0.0659532842572464,0.8975365880192,0.935586167012233,6.01167377133177,6.4162703856544,6.21397207849308
"ENSG00000004534","RBM6","protein_coding","+","chr3",17.3360797852597,21.1647456761939,8.32729642160859,26.6031722163033,12.0903983652822,19.4648236095247,0.665314052319394,0.136134550980105,0.244683197112056,12.5845915240501,22.4109138340073,17.4977526790287
"ENSG00000004660","CAMKK1","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000004700","RECQL","protein_coding","-","chr12",3.7148742396985,4.77913612043089,1.38788273693476,2.80033391750561,4.53389938698081,1.62206863412706,-0.0218756060798276,0.963808283739601,0.978138310103391,3.21221878787136,3.06717955735452,3.13969917261294
"ENSG00000004766","VPS50","protein_coding","+","chr7",0,6.14460358341114,0,0.700083479376402,1.51129979566027,5.67724021944471,1.10692103383999,0.0717147303698435,0.152176267177872,0.503766598553423,4.17397576074408,2.33887117964875
"ENSG00000004777","ARHGAP33","protein_coding","+","chr19",8.66803989262983,4.09640238894076,4.16364821080429,0.700083479376402,6.04519918264108,4.05517158531765,-0.613769950870507,0.263732577270465,0.398910283315459,6.29229576202507,2.95055248454494,4.621424123285
"ENSG00000004779","NDUFAB1","protein_coding","-","chr16",0,6.82733731490127,0,4.90058435563481,0,4.86620590238118,3.52855032502803,0.00533034958833919,0.0211818572329243,0,5.53137585763909,2.76568792881954
"ENSG00000004864","SLC25A13","protein_coding","-","chr7",6.19145706616417,19.1165444817235,4.16364821080429,28.0033391750561,9.06779877396161,21.0868922436518,1.54477339737378,0.004331833841443,0.0181446625056669,6.47430135031003,22.7355919668105,14.6049466585602
"ENSG00000004897","CDC27","protein_coding","-","chr17",6.19145706616417,6.82733731490127,9.71517915854335,7.00083479376402,6.04519918264108,21.0868922436518,0.439380950555901,0.384144503448003,0.522031671533724,7.3172784691162,11.6383547841057,9.47781662661094
"ENSG00000004961","HCCS","protein_coding","+","chrX",0,0.682733731490127,0,4.90058435563481,1.51129979566027,3.24413726825412,0.706747266308425,0.156739791834567,0.272029395604974,0.503766598553423,2.94248511845969,1.72312585850655
"ENSG00000005007","UPF1","protein_coding","+","chr19",8.66803989262983,15.0201420927828,5.55153094773906,21.0025043812921,6.04519918264108,22.7089608777788,1.24225483047741,0.0182004742755278,0.0542870192402498,6.75492334100332,19.5772024506179,13.1660628958106
"ENSG00000005020","SKAP2","protein_coding","-","chr7",0,1.36546746298025,5.55153094773906,6.30075131438762,1.51129979566027,5.67724021944471,0.391353284486857,0.455158232506774,0.5879600110686,2.35427691446644,4.44781966560419,3.40104829003532
"ENSG00000005022","SLC25A5","protein_coding","+","chrX",4.95316565293133,0.682733731490127,4.16364821080429,1.4001669587528,3.02259959132054,4.05517158531765,-0.457063520440109,0.38766764759334,0.524861059731705,4.04647115168539,2.04602409185353,3.04624762176946
"ENSG00000005059","MCUB","protein_coding","+","chr4",0,1.36546746298025,2.77576547386953,0,0,0.81103431706353,-0.0545294882955964,0.883522992122821,NA,0.92525515795651,0.725500593347928,0.825377875652219
"ENSG00000005100","DHX33","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005156","LIG3","protein_coding","+","chr17",14.859496958794,96.2654561401078,15.2667101062824,73.5087653345222,9.06779877396161,123.277216193657,2.77770616673018,1.22041026822174e-10,7.35084324347514e-09,13.0646686130127,97.6838125560955,55.3742405845541
"ENSG00000005175","RPAP3","protein_coding","-","chr12",0,0.682733731490127,0,0,0,0,0.0984126533574472,0.990800798518347,NA,0,0.227577910496709,0.113788955248354
"ENSG00000005187","ACSM3","protein_coding","+","chr16",0,0,0,1.4001669587528,0,4.05517158531765,0.490635339334789,0.241344143435348,NA,0,1.81844618135682,0.909223090678409
"ENSG00000005189","REXO5","protein_coding","+","chr16",1.23829141323283,0,0,1.4001669587528,0,5.67724021944471,0.476532192335931,0.277283502940258,0.413530291333168,0.412763804410944,2.35913572606584,1.38594976523839
"ENSG00000005194","CIAPIN1","protein_coding","-","chr16",0,2.04820119447038,1.38788273693476,4.20050087625841,0,3.24413726825412,0.845600703997604,0.123866441034178,0.228175022957696,0.462627578978255,3.16427977966097,1.81345367931961
"ENSG00000005238","ATOSB","protein_coding","-","chr9",7.429748479397,17.7510770187433,2.77576547386953,13.3015861081516,4.53389938698081,12.9765490730165,1.19927380410423,0.0343705450782363,0.0887115929913586,4.91313778008244,14.6764040666371,9.79477092335979
"ENSG00000005243","COPZ2","protein_coding","-","chr17",0,2.73093492596051,5.55153094773906,5.60066783501122,0,1.62206863412706,0.297010849222735,0.551780070446287,0.671784886770237,1.85051031591302,3.31789046503293,2.58420039047297
"ENSG00000005302","MSL3","protein_coding","+","chrX",2.47658282646567,12.2892071668223,1.38788273693476,4.90058435563481,4.53389938698081,16.2206863412706,1.4115898278804,0.0325079821860024,0.0848461610968218,2.79945498346041,11.1368259545759,6.96814046901815
"ENSG00000005339","CREBBP","protein_coding","-","chr16",4.95316565293133,6.82733731490127,2.77576547386953,8.40100175251682,1.51129979566027,8.92137748769883,0.84543665432518,0.145196439079528,0.257104906938909,3.08007697415371,8.04990551837231,5.56499124626301
"ENSG00000005379","TSPOAP1","protein_coding","-","chr17",17.3360797852597,1.36546746298025,15.2667101062824,1.4001669587528,24.1807967305643,4.05517158531765,-2.74599322909644,6.90932656818026e-05,0.000651522663043212,18.9278622073688,2.27360200235024,10.6007321048595
"ENSG00000005436","GCFC2","protein_coding","-","chr2",8.66803989262983,6.82733731490127,2.77576547386953,9.80116871126963,1.51129979566027,7.29930885357177,0.511327749932811,0.339578775033752,0.475838968802931,4.31836838738654,7.97593829324755,6.14715334031705
"ENSG00000005448","WDR54","protein_coding","+","chr2",0,2.04820119447038,5.55153094773906,0,0,1.62206863412706,-0.137069377864873,0.748970031509233,0.830943559879496,1.85051031591302,1.22342327619915,1.53696679605608
"ENSG00000005471","ABCB4","protein_coding","-","chr7",2.47658282646567,0.682733731490127,1.38788273693476,6.30075131438762,0,2.43310295119059,0.419438665560654,0.410886537678189,0.547050787827199,1.28815518780014,3.13886266568944,2.21350892674479
"ENSG00000005483","KMT2E","protein_coding","+","chr7",2.47658282646567,6.82733731490127,1.38788273693476,7.00083479376402,0,17.0317206583341,2.13230932101584,0.0112603169223225,0.0372467698963157,1.28815518780014,10.2866309223331,5.78739305506664
"ENSG00000005486","RHBDD2","protein_coding","+","chr7",0,0.682733731490127,0,0.700083479376402,0,1.62206863412706,0.321693626090094,0.467750976787555,NA,0,1.00162861499786,0.500814307498931
"ENSG00000005700","IBTK","protein_coding","-","chr6",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000005801","ZNF195","protein_coding","-","chr11",0,0.682733731490127,0,0.700083479376402,0,1.62206863412706,0.321693626090094,0.467750976787555,NA,0,1.00162861499786,0.500814307498931
"ENSG00000005810","MYCBP2","protein_coding","-","chr13",1.23829141323283,12.9719408983124,4.16364821080429,13.3015861081516,10.5790985696219,6.48827453650824,0.703979237316251,0.193935143900214,0.317906343481997,5.32701273121967,10.9206005143241,8.12380662277188
"ENSG00000005812","FBXL3","protein_coding","-","chr13",0,4.09640238894076,0,4.90058435563481,1.51129979566027,2.43310295119059,1.0899085063884,0.077172764430978,0.160587139697027,0.503766598553423,3.81002989858872,2.15689824857107
"ENSG00000005884","ITGA3","protein_coding","+","chr17",0,6.82733731490127,4.16364821080429,1.4001669587528,0,2.43310295119059,0.467496684445932,0.362657647137788,0.499530210647157,1.38788273693476,3.55353574161489,2.47070923927483
"ENSG00000005889","ZFX","protein_coding","+","chrX",2.47658282646567,2.73093492596051,2.77576547386953,0,0,7.29930885357177,0.294997125595847,0.549613484732297,0.669671754174369,1.7507827667784,3.34341459317743,2.54709867997791
"ENSG00000005893","LAMP2","protein_coding","-","chrX",2.47658282646567,6.82733731490127,0,5.60066783501122,0,18.6537892924612,2.59567010250211,0.00816617329251163,0.0293891461245092,0.825527608821889,10.3605981474579,5.59306287813989
"ENSG00000006007","GDE1","protein_coding","-","chr16",2.47658282646567,10.923739703842,2.77576547386953,7.70091827314042,1.51129979566027,18.6537892924612,1.87056170040412,0.00972159641051713,0.0333201606130208,2.25454936533182,12.4261490898145,7.34034922757318
"ENSG00000006015","REX1BD","protein_coding","+","chr19",1.23829141323283,13.6546746298025,4.16364821080429,7.70091827314042,3.02259959132054,9.73241180476236,1.34227285979452,0.038184644906704,0.0953389109656459,2.80817973845256,10.3626682359018,6.58542398717716
"ENSG00000006025","OSBPL7","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006062","MAP3K14","protein_coding","-","chr17",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006125","AP2B1","protein_coding","+","chr17",0,0,0,0,0,0.81103431706353,0.104281850046845,0.990800798518347,NA,0,0.27034477235451,0.135172386177255
"ENSG00000006432","MAP3K9","protein_coding","-","chr14",21.0509540249582,12.2892071668223,6.93941368467382,9.80116871126963,36.2711950958465,7.29930885357177,-0.866683996230723,0.0792244392576873,0.163934458863444,21.4205209351595,9.79656157722123,15.6085412561904
"ENSG00000006451","RALA","protein_coding","+","chr7",0,2.04820119447038,0,4.90058435563481,1.51129979566027,2.43310295119059,0.813903246877302,0.127699294253843,0.232752408245921,0.503766598553423,3.12729616709859,1.81553138282601
"ENSG00000006453","BAIAP2L1","protein_coding","-","chr7",4.95316565293133,6.82733731490127,5.55153094773906,11.2013356700224,12.0903983652822,19.4648236095247,0.507950754310382,0.312968885068989,0.448650261677445,7.53169832198418,12.4978321981495,10.0147652600668
"ENSG00000006530","AGK","protein_coding","+","chr7",2.47658282646567,4.09640238894076,1.38788273693476,7.70091827314042,0,9.73241180476236,1.45874544911944,0.0473710119241439,0.112186152584745,1.28815518780014,7.17657748894785,4.232366338374
"ENSG00000006555","TTC22","protein_coding","-","chr1",1.23829141323283,2.73093492596051,2.77576547386953,5.60066783501122,1.51129979566027,11.3544804388894,0.999030635192066,0.111865883282164,0.210816859835658,1.84178556092088,6.56202773328705,4.20190664710396
"ENSG00000006576","PHTF2","protein_coding","+","chr7",0,9.55827224086177,9.71517915854335,2.80033391750561,3.02259959132054,5.67724021944471,0.257519608741949,0.620977235661711,0.728655885481391,4.24592624995463,6.01194879260403,5.12893752127933
"ENSG00000006607","FARP2","protein_coding","+","chr2",0,0.682733731490127,0,0,0,0,0.0984126533574472,0.990800798518347,NA,0,0.227577910496709,0.113788955248354
"ENSG00000006634","DBF4","protein_coding","+","chr7",3.7148742396985,5.46186985192101,2.77576547386953,7.70091827314042,6.04519918264108,15.4096520242071,0.765459853828214,0.169145693370612,0.287584690916774,4.17861296540304,9.52414671642283,6.85137984091293
"ENSG00000006652","IFRD1","protein_coding","+","chr7",1.23829141323283,2.73093492596051,0,3.50041739688201,0,7.29930885357177,1.40554475545395,0.0514328077273132,0.119009206682914,0.412763804410944,4.51022039213809,2.46149209827452
"ENSG00000006659","LGALS14","protein_coding","+","chr19",1.23829141323283,0.682733731490127,0,3.50041739688201,3.02259959132054,4.86620590238118,0.371077526909603,0.458615287190758,0.591246189061255,1.42029700151779,3.01645234358444,2.21837467255111
"ENSG00000006695","COX10","protein_coding","+","chr17",3.7148742396985,5.46186985192101,4.16364821080429,8.40100175251682,0,5.67724021944471,0.70310482507839,0.219176328717656,0.347125983313533,2.6261741501676,6.51337060796085,4.56977237906422
"ENSG00000006704","GTF2IRD1","protein_coding","+","chr7",9.90633130586266,12.2892071668223,1.38788273693476,12.6015026287752,1.51129979566027,30.8193040484141,1.61994355130251,0.0113093494623972,0.0373453656280605,4.26850461281923,18.5700046146706,11.4192546137449
"ENSG00000006712","PAF1","protein_coding","-","chr19",19.8126626117253,46.4258937413286,19.4303583170867,38.5045913657021,42.3163942784875,80.2923973892894,0.889745560956387,0.0292360203086295,0.0783593921345468,27.1864717357665,55.0742941654401,41.1303829506033
"ENSG00000006715","VPS41","protein_coding","-","chr7",2.47658282646567,9.55827224086177,0,22.4026713400449,0,21.0868922436518,3.66501734710384,0.000448837872347582,0.00303522216548365,0.825527608821889,17.6826119415195,9.25406977517068
"ENSG00000006740","ARHGAP44","protein_coding","+","chr17",1.23829141323283,2.04820119447038,1.38788273693476,7.00083479376402,0,1.62206863412706,0.708698631455258,0.207512438495211,0.334318166067662,0.875391383389199,3.55703487412049,2.21621312875484
"ENSG00000006744","ELAC2","protein_coding","-","chr17",6.19145706616417,4.77913612043089,1.38788273693476,1.4001669587528,1.51129979566027,4.86620590238118,0.109255530629748,0.832194140786285,0.890163611496342,3.0302131995864,3.68183632718829,3.35602476338735
"ENSG00000006747","SCIN","protein_coding","+","chr7",0,4.77913612043089,5.55153094773906,2.10025043812921,1.51129979566027,9.73241180476236,0.574121728778163,0.296736452158344,0.433318524776548,2.35427691446644,5.53726612110748,3.94577151778696
"ENSG00000006756","ARSD","protein_coding","-","chrX",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006757","PNPLA4","protein_coding","-","chrX",1.23829141323283,1.36546746298025,1.38788273693476,1.4001669587528,0,7.29930885357177,0.624162850248359,0.245050207354743,0.377639321301782,0.875391383389199,3.35498109176828,2.11518623757874
"ENSG00000006831","ADIPOR2","protein_coding","+","chr12",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000006837","CDKL3","protein_coding","-","chr5",7.429748479397,16.385609555763,5.55153094773906,10.501252190646,3.02259959132054,21.8979265607153,1.23144254988295,0.0287361606218866,0.0773665862896948,5.33462633948553,16.2615961023748,10.7981112209302
"ENSG00000007038","PRSS21","protein_coding","+","chr16",0,25.9438817966248,0,17.50208698441,1.51129979566027,29.1972354142871,4.9798775342215,1.69498516421734e-05,0.000203870506593944,0.503766598553423,24.2144013984406,12.359083998497
"ENSG00000007080","CCDC124","protein_coding","+","chr19",12.3829141323283,12.9719408983124,8.32729642160859,11.2013356700224,3.02259959132054,10.5434461218259,0.36554638452259,0.455759960838649,0.588541614711036,7.91093671508582,11.5722408967202,9.74158880590303
"ENSG00000007168","PAFAH1B1","protein_coding","+","chr17",7.429748479397,28.6748167225853,5.55153094773906,30.1035896131853,0,49.4730933408753,2.74821658937863,1.09180845118452e-05,0.000142577338919391,4.32709314237869,36.0838332255486,20.2054631839637
"ENSG00000007202","BLTP2","protein_coding","-","chr17",0,0,1.38788273693476,3.50041739688201,0,1.62206863412706,0.327453338483069,0.411135367644049,NA,0.462627578978255,1.70749534366969,1.08506146132397
"ENSG00000007237","GAS7","protein_coding","-","chr17",12.3829141323283,10.2410059723519,11.1030618954781,8.40100175251682,6.04519918264108,8.1103431706353,-0.103501675840324,0.824944386839593,0.884845097424577,9.84372507014917,8.91745029850134,9.38058768432526
"ENSG00000007255","TRAPPC6A","protein_coding","-","chr19",4.95316565293133,5.46186985192101,2.77576547386953,12.6015026287752,1.51129979566027,12.9765490730165,1.16997700546382,0.0592808073149904,0.132207770619252,3.08007697415371,10.3466405179042,6.71335874602898
"ENSG00000007312","CD79B","protein_coding","-","chr17",0,8.19280477788152,0,2.80033391750561,0,10.5434461218259,4.22922952681412,0.00188985171702496,0.00963526761239104,0,7.17886160573767,3.58943080286884
"ENSG00000007341","ST7L","protein_coding","-","chr1",1.23829141323283,12.9719408983124,0,24.5029217781741,0,14.5986177071435,4.41739740386075,0.000133414913704304,0.00112311362890839,0.412763804410944,17.3578267945433,8.88529529947714
"ENSG00000007376","RPUSD1","protein_coding","-","chr16",1.23829141323283,2.04820119447038,1.38788273693476,0,1.51129979566027,1.62206863412706,-0.0431063806917521,0.921585628653561,0.953337238392713,1.37915798194262,1.22342327619915,1.30129062907088
"ENSG00000007384","RHBDF1","protein_coding","-","chr16",0,0.682733731490127,4.16364821080429,2.10025043812921,3.02259959132054,6.48827453650824,0.136876071799492,0.781989784970392,0.854820009738315,2.39541593404161,3.09041956870919,2.7429177513754
"ENSG00000007392","LUC7L","protein_coding","-","chr16",14.859496958794,55.9841659821904,9.71517915854335,57.406845308865,16.624297752263,68.1268826333365,2.00601594224188,2.52131919480545e-06,4.12434739866071e-05,13.7329912898668,60.5059646414639,37.1194779656654
"ENSG00000007516","BAIAP3","protein_coding","+","chr16",0,0.682733731490127,0,0,0,4.05517158531765,0.417017637691208,0.3054737047741,NA,0,1.57930177226926,0.789650886134629
"ENSG00000007520","TSR3","protein_coding","-","chr16",1.23829141323283,4.77913612043089,6.93941368467382,2.10025043812921,1.51129979566027,4.86620590238118,0.127998583160799,0.803675252676277,0.869374103720204,3.22966829785564,3.91519748698042,3.57243289241803
"ENSG00000007541","PIGQ","protein_coding","+","chr16",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000007545","CRAMP1","protein_coding","+","chr16",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000007923","DNAJC11","protein_coding","-","chr1",7.429748479397,36.8676215004668,4.16364821080429,18.2021704637865,0,26.7641324630965,2.44390365993353,0.00018480630705853,0.00147883110797609,3.86446556340043,27.2779748091166,15.5712201862585
"ENSG00000007933","FMO3","protein_coding","+","chr1",0,0.682733731490127,0,0,0,0,0.0984126533574472,0.990800798518347,NA,0,0.227577910496709,0.113788955248354
"ENSG00000007944","MYLIP","protein_coding","+","chr6",21.0509540249582,2.73093492596051,2.77576547386953,8.40100175251682,1.51129979566027,8.92137748769883,-0.203624847570934,0.689543575450524,0.785018839743673,8.44600643149599,6.68443805539205,7.56522224344402
"ENSG00000007968","E2F2","protein_coding","-","chr1",0,0,0,0,0,0,NA,NA,NA,0,0,0
"ENSG00000008018","PSMB1","protein_coding","-","chr6",2.47658282646567,2.73093492596051,0,0.700083479376402,0,2.43310295119059,0.287481951088997,0.528447457834562,0.651131739196725,0.825527608821889,1.9547071188425,1.39011736383219
"ENSG00000008083","JARID2","protein_coding","+","chr6",9.90633130586266,6.82733731490127,6.93941368467382,7.70091827314042,0,4.05517158531765,0.0662247739483794,0.898974602166173,0.936456986034477,5.61524833017883,6.19447572445311,5.90486202731597
"ENSG00000008130","NADK","protein_coding","-","chr1",1.23829141323283,4.77913612043089,0,0.700083479376402,0,4.86620590238118,0.893501908426999,0.113657283527046,0.213571243773917,0.412763804410944,3.44847516739616,1.93061948590355
"ENSG00000008196","TFAP2B","protein_coding","+","chr6",1.23829141323283,9.55827224086177,1.38788273693476,6.30075131438762,0,11.3544804388894,2.40154054893804,0.0106388566892706,0.0356156469089327,0.875391383389199,9.07116799804627,4.97327969071773
"ENSG00000008256","CYTH3","protein_coding","-","chr7",12.3829141323283,8.19280477788152,4.16364821080429,7.00083479376402,3.02259959132054,12.9765490730165,0.313840715879975,0.535562660118365,0.656981665475165,6.52305397815105,9.39006288155401,7.95655842985253
"ENSG00000008277","ADAM22","protein_coding","+","chr7",3.7148742396985,9.55827224086177,6.93941368467382,4.20050087625841,1.51129979566027,10.5434461218259,0.59191579740475,0.276630684520145,0.412873687806671,4.05519590667753,8.10073974631536,6.07796782649644
"ENSG00000008282","SYPL1","protein_coding","-","chr7",4.95316565293133,46.4258937413286,0,35.0041739688201,0,42.1737844873035,4.21960169367925,1.96846275802741e-07,4.57800065287008e-06,1.65105521764378,41.2012840658174,21.4261696417306
"ENSG00000008294","SPAG9","protein_coding","-","chr17",8.66803989262983,21.1647456761939,6.93941368467382,19.6023374225393,4.53389938698081,43.7958531214306,1.77674032076834,0.00134770541397103,0.00740898182047376,6.71378432142815,28.1876454067213,17.4507148640747
